,0
647,1.46558556082324e-08
648,-5.411891046803512e-09
649,-4.829825115456867e-08
650,4.5545632310047515e-08
651,3.855246639715314e-08
652,3.0008667676647794e-08
653,3.4035319157152186e-08
654,-5.297223140905358e-09
655,1.46558556082324e-08
656,-5.411891046803512e-09
657,-4.829825115456867e-08
658,4.5545632310047515e-08
659,3.855246639715314e-08
660,3.0008667676647794e-08
661,3.4035319157152186e-08
662,-5.297223140905358e-09
663,1.46558556082324e-08
664,-5.411891046803512e-09
665,-4.829825115456867e-08
666,4.5545632310047515e-08
667,3.855246639715314e-08
668,3.0008667676647794e-08
669,3.4035319157152186e-08
670,-5.297223140905358e-09
671,1.46558556082324e-08
672,-5.411891046803512e-09
673,-4.829825115456867e-08
674,4.5545632310047515e-08
675,3.855246639715314e-08
676,3.0008667676647794e-08
677,3.4035319157152186e-08
678,-5.297223140905358e-09
679,1.46558556082324e-08
680,-5.411891046803512e-09
681,-4.829825115456867e-08
682,4.5545632310047515e-08
683,3.855246639715314e-08
684,3.0008667676647794e-08
685,3.4035319157152186e-08
686,-5.297223140905358e-09
687,1.46558556082324e-08
688,-5.411891046803512e-09
689,-4.829825115456867e-08
690,4.5545632310047515e-08
691,3.855246639715314e-08
692,3.0008667676647794e-08
693,3.4035319157152186e-08
694,-5.297223140905358e-09
695,1.46558556082324e-08
696,-5.411891046803512e-09
697,-4.829825115456867e-08
698,4.5545632310047515e-08
699,3.855246639715314e-08
700,3.0008667676647794e-08
701,3.4035319157152186e-08
702,-5.297223140905358e-09
703,1.46558556082324e-08
704,-5.411891046803512e-09
705,-4.829825115456867e-08
706,4.5545632310047515e-08
707,3.855246639715314e-08
708,3.0008667676647794e-08
709,3.4035319157152186e-08
710,-5.297223140905358e-09
711,1.46558556082324e-08
712,-5.411891046803512e-09
713,-4.829825115456867e-08
714,4.5545632310047515e-08
715,3.855246639715314e-08
716,3.0008667676647794e-08
717,3.4035319157152186e-08
718,-5.297223140905358e-09
719,1.46558556082324e-08
720,-5.411891046803512e-09
721,-4.829825115456867e-08
722,4.5545632310047515e-08
723,3.855246639715314e-08
724,3.0008667676647794e-08
725,3.4035319157152186e-08
726,-5.297223140905358e-09
727,1.46558556082324e-08
728,-5.411891046803512e-09
729,-4.829825115456867e-08
730,4.5545632310047515e-08
731,3.855246639715314e-08
732,3.0008667676647794e-08
733,3.4035319157152186e-08
734,-5.297223140905358e-09
735,1.46558556082324e-08
736,-5.411891046803512e-09
737,-4.829825115456867e-08
738,4.5545632310047515e-08
739,3.855246639715314e-08
740,3.0008667676647794e-08
741,3.4035319157152186e-08
742,-5.297223140905358e-09
743,1.46558556082324e-08
744,-5.411891046803512e-09
745,-4.829825115456867e-08
746,4.5545632310047515e-08
747,3.855246639715314e-08
748,3.0008667676647794e-08
749,3.4035319157152186e-08
750,-5.297223140905358e-09
751,1.46558556082324e-08
752,-5.411891046803512e-09
753,-4.829825115456867e-08
754,4.5545632310047515e-08
755,3.855246639715314e-08
756,3.0008667676647794e-08
757,3.4035319157152186e-08
758,-5.297223140905358e-09
759,1.46558556082324e-08
760,-5.411891046803512e-09
761,-4.829825115456867e-08
762,4.5545632310047515e-08
763,3.855246639715314e-08
764,3.0008667676647794e-08
765,3.4035319157152186e-08
766,-5.297223140905358e-09
767,1.46558556082324e-08
768,-5.411891046803512e-09
769,-4.829825115456867e-08
770,4.5545632310047515e-08
771,3.855246639715314e-08
772,3.0008667676647794e-08
773,3.4035319157152186e-08
774,-5.297223140905358e-09
775,1.46558556082324e-08
776,-5.411891046803512e-09
777,-4.829825115456867e-08
778,4.5545632310047515e-08
779,3.855246639715314e-08
780,3.0008667676647794e-08
781,3.4035319157152186e-08
782,-5.297223140905358e-09
783,1.46558556082324e-08
784,-5.411891046803512e-09
785,-4.829825115456867e-08
786,4.5545632310047515e-08
787,3.855246639715314e-08
788,3.0008667676647794e-08
789,3.4035319157152186e-08
790,-5.297223140905358e-09
791,1.46558556082324e-08
792,-5.411891046803512e-09
793,-4.829825115456867e-08
794,4.5545632310047515e-08
795,3.855246639715314e-08
796,3.0008667676647794e-08
797,3.4035319157152186e-08
798,-5.297223140905358e-09
799,1.46558556082324e-08
800,-5.411891046803512e-09
801,-4.829825115456867e-08
802,4.5545632310047515e-08
803,3.855246639715314e-08
804,3.0008667676647794e-08
805,3.4035319157152186e-08
806,-5.297223140905358e-09
807,1.46558556082324e-08
808,-5.411891046803512e-09
809,-4.829825115456867e-08
810,4.5545632310047515e-08
811,3.855246639715314e-08
812,3.0008667676647794e-08
813,3.4035319157152186e-08
814,-5.297223140905358e-09
815,1.46558556082324e-08
816,-5.411891046803512e-09
817,-4.829825115456867e-08
818,4.5545632310047515e-08
819,3.855246639715314e-08
820,3.0008667676647794e-08
821,3.4035319157152186e-08
822,-5.297223140905358e-09
823,1.46558556082324e-08
824,-5.411891046803512e-09
825,-4.829825115456867e-08
826,4.5545632310047515e-08
827,3.855246639715314e-08
828,3.0008667676647794e-08
829,3.4035319157152186e-08
830,-5.297223140905358e-09
831,1.46558556082324e-08
832,-5.411891046803512e-09
833,-4.829825115456867e-08
834,4.5545632310047515e-08
835,3.855246639715314e-08
836,3.0008667676647794e-08
837,3.4035319157152186e-08
838,-5.297223140905358e-09
839,1.46558556082324e-08
840,-5.411891046803512e-09
841,-4.829825115456867e-08
842,4.5545632310047515e-08
843,3.855246639715314e-08
844,3.0008667676647794e-08
845,3.4035319157152186e-08
846,-5.297223140905358e-09
847,1.46558556082324e-08
848,-5.411891046803512e-09
849,-4.829825115456867e-08
850,4.5545632310047515e-08
851,3.855246639715314e-08
852,3.0008667676647794e-08
853,3.4035319157152186e-08
854,-5.297223140905358e-09
855,1.46558556082324e-08
856,-5.411891046803512e-09
857,-4.829825115456867e-08
858,4.5545632310047515e-08
859,3.855246639715314e-08
860,3.0008667676647794e-08
861,3.4035319157152186e-08
862,-5.297223140905358e-09
863,1.46558556082324e-08
864,-5.411891046803512e-09
865,-4.829825115456867e-08
866,4.5545632310047515e-08
867,3.855246639715314e-08
868,3.0008667676647794e-08
869,3.4035319157152186e-08
870,-5.297223140905358e-09
871,1.46558556082324e-08
872,-5.411891046803512e-09
873,-4.829825115456867e-08
874,4.5545632310047515e-08
875,3.855246639715314e-08
876,3.0008667676647794e-08
877,3.4035319157152186e-08
878,-5.297223140905358e-09
879,1.46558556082324e-08
880,-5.411891046803512e-09
881,-4.829825115456867e-08
882,4.5545632310047515e-08
883,3.855246639715314e-08
884,3.0008667676647794e-08
885,3.4035319157152186e-08
886,-5.297223140905358e-09
887,1.46558556082324e-08
888,-5.411891046803512e-09
889,-4.829825115456867e-08
890,4.5545632310047515e-08
891,3.855246639715314e-08
892,3.0008667676647794e-08
893,3.4035319157152186e-08
894,-5.297223140905358e-09
895,1.46558556082324e-08
896,-5.411891046803512e-09
897,-4.829825115456867e-08
898,4.5545632310047515e-08
899,3.855246639715314e-08
900,3.0008667676647794e-08
901,3.4035319157152186e-08
902,-5.297223140905358e-09
903,1.46558556082324e-08
904,-5.411891046803512e-09
905,-4.829825115456867e-08
906,4.5545632310047515e-08
907,3.855246639715314e-08
908,3.0008667676647794e-08
909,3.4035319157152186e-08
910,-5.297223140905358e-09
911,1.46558556082324e-08
912,-5.411891046803512e-09
913,-4.829825115456867e-08
914,4.5545632310047515e-08
915,3.855246639715314e-08
916,3.0008667676647794e-08
917,3.4035319157152186e-08
918,-5.297223140905358e-09
919,1.46558556082324e-08
920,-5.411891046803512e-09
921,-4.829825115456867e-08
922,4.5545632310047515e-08
923,3.855246639715314e-08
924,3.0008667676647794e-08
925,3.4035319157152186e-08
926,-5.297223140905358e-09
927,1.46558556082324e-08
928,-5.411891046803512e-09
929,-4.829825115456867e-08
930,4.5545632310047515e-08
931,3.855246639715314e-08
932,3.0008667676647794e-08
933,3.4035319157152186e-08
934,-5.297223140905358e-09
935,1.46558556082324e-08
936,-5.411891046803512e-09
937,-4.829825115456867e-08
938,4.5545632310047515e-08
939,3.855246639715314e-08
940,3.0008667676647794e-08
941,3.4035319157152186e-08
942,-5.297223140905358e-09
943,1.46558556082324e-08
944,-5.411891046803512e-09
945,-4.829825115456867e-08
946,4.5545632310047515e-08
947,3.855246639715314e-08
948,3.0008667676647794e-08
949,3.4035319157152186e-08
950,-5.297223140905358e-09
951,1.46558556082324e-08
952,-5.411891046803512e-09
953,-4.829825115456867e-08
954,4.5545632310047515e-08
955,3.855246639715314e-08
956,3.0008667676647794e-08
957,3.4035319157152186e-08
958,-5.297223140905358e-09
959,1.46558556082324e-08
960,-5.411891046803512e-09
961,-4.829825115456867e-08
962,4.5545632310047515e-08
963,3.855246639715314e-08
964,3.0008667676647794e-08
965,3.4035319157152186e-08
966,-5.297223140905358e-09
967,1.46558556082324e-08
968,-5.411891046803512e-09
969,-4.829825115456867e-08
970,4.5545632310047515e-08
971,3.855246639715314e-08
972,3.0008667676647794e-08
973,3.4035319157152186e-08
974,-5.297223140905358e-09
975,1.46558556082324e-08
976,-5.411891046803512e-09
977,-4.829825115456867e-08
978,4.5545632310047515e-08
979,3.855246639715314e-08
980,3.0008667676647794e-08
981,3.4035319157152186e-08
982,-5.297223140905358e-09
983,1.46558556082324e-08
984,-5.411891046803512e-09
985,-4.829825115456867e-08
986,4.5545632310047515e-08
987,3.855246639715314e-08
988,3.0008667676647794e-08
989,3.4035319157152186e-08
990,-5.297223140905358e-09
991,1.46558556082324e-08
992,-5.411891046803512e-09
993,-4.829825115456867e-08
994,4.5545632310047515e-08
995,3.855246639715314e-08
996,3.0008667676647794e-08
997,3.4035319157152186e-08
998,-5.297223140905358e-09
999,1.46558556082324e-08
1000,-5.411891046803512e-09
1001,-4.829825115456867e-08
1002,4.5545632310047515e-08
1003,3.855246639715314e-08
1004,3.0008667676647794e-08
1005,3.4035319157152186e-08
1006,-5.297223140905358e-09
1007,1.46558556082324e-08
1008,-5.411891046803512e-09
1009,-4.829825115456867e-08
1010,4.5545632310047515e-08
1011,3.855246639715314e-08
1012,3.0008667676647794e-08
1013,3.4035319157152186e-08
1014,-5.297223140905358e-09
