,0
0,-2.9638687226015617e-07
1,-2.1250185317405768e-07
2,-1.1661762844508395e-07
3,7.356426947613468e-09
4,-1.5338838407951753e-07
5,1.1851923148081682e-08
6,1.0362430478890794e-07
7,6.25706168937715e-08
