,0,1,2,3,4,5,6,7
0,77517.87564229185,77517.87564229185,77517.87564229185,77517.87564229185,77517.87564229185,77517.87564229185,77517.87564229185,77517.87564229185
1,77517.32834477385,77452.3947718248,77371.62975626167,77201.90444893693,77036.54787803086,77013.16640258412,77010.9615812233,77010.27012277674
2,77009.73894102781,76946.14553084072,76867.02661973063,76703.14117047374,76543.00875180094,76520.08195382587,76517.90402721126,76517.23520062193
3,76516.71963489574,76447.26522852073,76366.79439951872,76207.4392678912,76052.35513886827,76029.62191774217,76027.51223226284,76026.8649256744
4,76026.2831424816,75958.2535406214,75877.86851257418,75723.99114453178,75573.61314709266,75551.5500619282,75549.50649023952,75548.84302859323
5,75548.33624283982,75481.70418192373,75403.1004259033,75253.54441725375,75107.89323240737,75085.9966127988,75084.01720201886,75083.37368884409
6,75082.8800284129,75019.20267222793,74941.09894246823,74775.79342289036,74634.86337541635,74613.40256407994,74611.51467298664,74610.88993411098
7,74610.40939207893,74538.26376389805,74460.22276754782,74320.34183726713,74163.49143086936,74142.61752747365,74141.12774792261,74140.52176117382
8,74140.05398301294,74073.52881709233,73997.07293268156,73861.21613477595,73706.95080924415,73686.27920068435,73684.4918605653,73683.9039390776
9,73683.44886753698,73616.07370653978,73541.16029702629,73390.95719729994,73243.24863154758,73223.18121818553,73221.7718321947,73221.20158191274
10,73220.75867572348,73152.8124995996,73080.971011005,72935.72481427228,72772.4241414638,72752.52333610221,72751.19612182514,72750.64287574237
11,72750.21187468231,72682.91635089077,72611.9735039883,72489.58064858013,72349.33476336685,72330.17526999989,72328.65338971994,72328.11655955276
12,72327.6971125695,72268.81477273314,72198.30225130933,72080.2942530317,71926.45163023443,71907.253176792,71905.37855378994,71904.85764738449
13,71904.44918780946,71839.72877719544,71772.27733493733,71657.63796053153,71527.53349396698,71508.61165743196,71507.28754711359,71506.78188781589
14,71506.38398653534,71445.29724088873,71376.27082544038,71248.77930659539,71139.43312987045,71121.23388719,71119.73916859302,71119.24800432374
15,71118.86096502666,71057.50502251188,70988.7475885517,70862.48997597967,70722.34191785778,70704.09957158458,70702.95039106674,70702.50318991962
16,70702.12637387807,70646.30037310321,70581.8588341343,70478.08725574514,70342.16420078167,70324.65511002453,70323.21120342314,70322.78033266519
17,70322.41296967375,70259.45987823079,70196.89491473831,70062.86007208202,69944.4532303205,69924.60260927875,69923.42785190795,69922.6586551872
18,69922.30084945915,69860.71581140743,69793.979737492,69679.49195188988,69552.07284096548,69534.88032704096,69533.35226365323,69532.9411849045
19,69532.59266944986,69473.3169849051,69406.02044254259,69295.51399515383,69186.89098255312,69170.27071466653,69169.37822023197,69168.64370819615
20,69168.3040760187,69112.03387382341,69045.95614500389,68938.18939172063,68828.09343437993,68809.2688276456,68808.38302979933,68807.67129333463
21,68807.3405154749,68754.09688710922,68689.4713777477,68585.46219367048,68464.26548656792,68448.14231952697,68447.25605683052,68446.55551805295
22,68446.23289380902,68390.52622211864,68330.63870544457,68230.43060499415,68113.1556622356,68096.96625779851,68096.15380082071,68095.45886714017
23,68095.14366708495,68039.73378103599,67980.48514007562,67882.07162627912,67782.29468310095,67766.64711856817,67765.80671256632,67765.14192581465
24,67764.83431050765,67709.95232551172,67650.6044776988,67541.64977005757,67431.59821754601,67416.25917551959,67415.44675594041,67414.82068646525
25,67414.52069336869,67361.60565570407,67301.66997627026,67194.85714084204,67087.09470893443,67071.75474709927,67070.97582106624,67069.7611950804
26,67069.46792726971,67020.82388440777,66965.87592032802,66864.29646799876,66760.16057929845,66745.32961749786,66744.51856695078,66743.26858839284
27,66742.93331364062,66688.35578015755,66630.7048565876,66530.07837973283,66433.23093561927,66418.68367159956,66417.35291667232,66416.12313310037
28,66415.79608786927,66367.41689636785,66311.3628403063,66228.12786190014,66130.64072347307,66116.00519688893,66115.23570505611,66114.09540593985
29,66113.77668265275,66062.36131863856,66009.86773354374,65915.68182720573,65835.13756982854,65821.0196905826,65819.7308887654,65818.48778360017
30,65818.17709578607,65766.30657312565,65715.01196009407,65624.57798327506,65533.01889732825,65518.895998089145,65517.620209726185,65516.67021234813
31,65516.367149886326,65466.379504132325,65411.2347425951,65334.914658450776,65246.56108906629,65232.899698398905,65231.65926377768,65230.467927363396
32,65230.172608317735,65180.12727416633,65125.6059788412,65040.7134521104,64955.412402934075,64942.012432255186,64940.80062389112,64939.918610318506
33,64939.63138272256,64887.2035752887,64834.24490154389,64751.74447342343,64681.85583438582,64669.11659185604,64668.40292114111,64667.33868790922
34,64667.05823312004,64617.96604997273,64565.614623804664,64487.01078761329,64407.40672919226,64394.1062031243,64392.92816311612,64391.81106343871
35,64391.53767447984,64341.10310818325,64297.28522508782,64220.267537143576,64143.137832690394,64130.27937309793,64129.15794309981,64128.31011661062
36,64128.0431613986,64079.670999685055,64029.64952431458,63956.45293894373,63892.41469561165,63879.51618309586,63878.45469603888,63877.383113465345
37,63877.123131844986,63825.18855196204,63775.72565726706,63711.40158816072,63638.660288834544,63626.51733311993,63625.39772935411,63624.61295444879
38,63620.288611533375,63575.277399147526,63526.81026414281,63457.67333731556,63388.43005404805,63376.189841670435,63374.753406060685,63373.71624850647
39,63369.30232417946,63319.33047124636,63273.1310198072,63214.65597090009,63146.784539440065,63134.64837478702,63133.64807896862,63132.89356559893
40,63128.600912132075,63082.07788756212,63037.89746445605,62970.65331382103,62905.32190261023,62893.136179917856,62891.193473386855,62890.206003308514
41,62886.236949468825,62843.825606811035,62796.20052439078,62742.77078251648,62679.29123149937,62667.953816008405,62666.63632594413,62665.81079125375
42,62661.729006912035,62618.113009732624,62571.028753592385,62516.22067768361,62454.83006261645,62442.90733170671,62441.06477267458,62440.11282456547
43,62435.71496360774,62392.16191771452,62351.93538729356,62291.4381138304,62239.723702385454,62228.30616636628,62226.15984791487,62225.45165947724
44,62221.60091844537,62177.72167281034,62135.60759055022,62076.33117248681,62035.482838130876,62024.172866203255,62023.17780459861,62022.267190699415
45,62018.51586096593,61977.743474928626,61933.17855900841,61883.62255887834,61826.63392692771,61815.88635796318,61814.28021421346,61813.48789251533
46,61810.00957674569,61765.46405172271,61721.78888913842,61665.83648203399,61610.29768484051,61599.07323625959,61597.77434947489,61596.88951110923
47,61593.32115584244,61551.812217700965,61510.7908656568,61455.583214802005,61410.14837806614,61399.29397870091,61397.761711028,61397.12457303444
48,61393.645053177686,61351.60821926808,61314.66614293658,61271.48048805691,61219.24831420406,61208.36799275162,61207.13012883828,61206.34081379569
49,61202.6265608652,61165.34089297771,61127.45361526585,61075.53970586938,61025.1480172714,61014.990607023996,61013.48834107077,61012.727869673894
50,61009.41084275427,60974.14745414115,60930.73172062324,60889.124178391336,60847.608021061955,60837.26800272626,60835.61262667677,60834.78064145857
51,60831.60037653949,60791.09633025761,60753.030033126575,60705.25458037638,60664.80965903163,60654.43074346309,60652.977001285806,60652.35817573786
52,60648.755283249375,60611.43820624122,60569.58317800732,60522.95544806168,60483.90043873602,60474.23425093022,60473.07290600742,60472.57118473076
53,60469.395205780325,60432.50855490109,60394.22254334146,60355.729888346046,60310.56957305556,60300.399377286274,60299.26712533527,60298.24980381014
54,60294.868784849095,60260.00950691766,60222.20103443778,60177.570328468326,60134.44097290457,60124.66079586908,60123.25052698244,60122.64262537043
55,60119.57822464683,60082.06733839716,60043.32155921316,60001.62513217681,59965.82437343706,59955.95968883112,59954.60496720506,59951.54458456485
56,59948.304400225024,59916.41513065412,59881.38692832491,59840.75241402774,59800.196217217475,59790.98305319845,59789.879484109544,59785.21764209207
57,59781.90575606878,59748.00621124823,59707.04323107589,59667.19127719664,59633.78653545919,59624.32449689101,59623.00739538619,59618.47028577047
58,59615.23572309906,59583.01175745558,59542.86947777931,59503.388890842994,59464.91917085383,59455.59800257564,59454.551977067196,59450.09610851531
59,59447.367405184115,59416.637004441145,59381.70719219918,59344.223385900914,59306.5757394276,59297.30256883784,59296.26969532159,59293.47839694792
60,59290.36533958587,59260.77008696404,59226.12498498389,59189.124833344016,59158.77777593263,59150.141966375784,59148.18963820145,59146.71807200978
61,59144.04800637314,59111.53525864777,59073.53865869805,59037.96012560927,59008.27755782781,58999.36214144566,58997.50859152022,58990.10540335919
62,58987.19739461182,58956.36679280617,58921.48338310656,58897.657236056504,58868.97214940893,58860.03536264072,58858.19485234606,58856.82883627896
63,58850.78243709204,58822.38014632733,58788.99677598126,58755.31563462067,58721.92138063132,58713.19113997174,58711.42560594714,58709.47162811742
64,58703.5820161877,58672.97251897424,58634.60613567842,58601.305295836515,58569.48025944999,58561.359335002715,58559.58780163246,58552.51354744968
65,58546.83502582244,58519.342221810926,58483.31639612031,58451.559457266485,58425.11164956744,58416.49022659162,58414.44930991148,58413.127764734905
