,VehPower,VehAge,DrivAge,BonusMalus,Density,Diesel
0,181178.84290019987,181178.84290019987,181178.84290019987,181178.84290019987,181178.84290019987,181178.84290019987
1,181167.98758387784,181161.67052067802,181154.52689338548,181149.1249182588,181146.24592690362,181141.81712233572
2,181131.18791893858,181125.01265913947,181118.12612305206,181112.91542307546,181110.13430359698,181105.98432494228
3,181095.66049017347,181089.90418731695,181083.29108110897,181078.2500773539,181075.55843858133,181071.66468262667
4,181061.74259940878,181055.62715410156,181049.31624376687,181044.43904317578,181041.84536327457,181037.97906196764
5,181028.4551698952,181021.6646904023,181015.60242641286,181010.89550759524,181008.32193324834,181005.1223039469
6,180995.98245500174,180988.73565764393,180982.91076290136,180978.3159740382,180975.79437176647,180972.55777689494
7,180963.78600784493,180956.69868821398,180951.0939780551,180946.85547177703,180944.28409221902,180941.32405993674
8,180932.6629254075,180925.7591260814,180920.3628309185,180916.08868267533,180913.60978864567,180910.5937816843
9,180902.28469910158,180896.8636047527,180890.92883116807,180886.8153452331,180884.40994789402,180881.3081662311
10,180873.31535020316,180868.03072015994,180862.3298272147,180858.1596177122,180855.8022375361,180852.85440678635
11,180845.1740950136,180840.02651383722,180834.43387437885,180830.78727367136,180828.5358889728,180825.75162726533
12,180818.3706640834,180813.3803185598,180808.0530264044,180804.54215687263,180802.3303738365,180799.64164418404
13,180792.54196663183,180787.6719489917,180782.38754505044,180779.3378107231,180777.31911514123,180775.03163673708
14,180768.3695350978,180763.6401204684,180758.58728725382,180755.61447812352,180753.5411014294,180750.97246052296
15,180744.5504363653,180739.9640185923,180735.03665029464,180731.85769912117,180729.90668513533,180728.05351682403
16,180721.90215380918,180717.44863534902,180712.57077197658,180709.74453215918,180707.89808619648,180705.7559076752
17,180699.82351105846,180695.4500345465,180690.75301947078,180688.3941112947,180686.61063234298,180684.12066711904
18,180678.37084759376,180674.14030020506,180668.17935692304,180665.94531620774,180663.99957965538,180661.5098341607
19,180655.93758379878,180651.80532837776,180645.29708668104,180642.76809354278,180640.87461988704,180638.9193288088
20,180633.51074892777,180629.3605739627,180623.2078963361,180621.53340528195,180619.71868862415,180618.17038032383
21,180613.09545947626,180609.24161812218,180603.6405590186,180601.39547740406,180599.6045064682,180597.7953326934
