,VehPower,VehAge,DrivAge,BonusMalus,Density,Area,VehBrand_B1,VehBrand_B10,VehBrand_B11,VehBrand_B12,VehBrand_B13,VehBrand_B14,VehBrand_B2,VehBrand_B3,VehBrand_B4,VehBrand_B5,VehBrand_B6,Region_R11,Region_R21,Region_R22,Region_R23,Region_R24,Region_R25,Region_R26,Region_R31,Region_R41,Region_R42,Region_R43,Region_R52,Region_R53,Region_R54,Region_R72,Region_R73,Region_R74,Region_R82,Region_R83,Region_R91,Region_R93,Region_R94,VehGas_Diesel,VehGas_Regular
10,82233.95396221778,82232.6164933506,82227.49467380432,82226.88297912767,82226.3095039485,82225.52686432612,82224.62039351702,82224.49547975694,82224.23338829562,82222.8558935239,82222.62604443522,82222.53406380813,82221.5735840381,82221.10541543855,82220.89072277835,82220.68670100026,82220.58482951057,82220.15749498777,82220.07731568294,82219.94383578796,82219.82622625973,82217.84966324735,82217.6603966803,82217.53219352665,82217.29705780072,82217.16405533673,82217.07420479658,82217.02843384731,82216.85535340005,82216.56233844956,82216.36085365474,82216.09751196706,82216.01488857303,82215.93256091827,82215.67505830956,82215.5464855892,82215.07797093969,82214.57633911015,82214.35406383307,82212.93235253298,82211.15999756847
11,82208.34436097511,82207.03746731923,82202.06431473247,82201.45113058185,82200.9073732546,82199.48246644408,82198.60910578415,82198.48897848843,82198.23286157793,82196.88989111525,82196.66495540072,82196.57465045268,82195.65154340173,82195.19929637565,82194.99026528117,82194.7955576242,82194.69629591,82194.29079085912,82194.11382783731,82193.98280902009,82193.87916969246,82191.97591662162,82191.8086904248,82191.6828304883,82191.45423544214,82191.3316839349,82191.2434463767,82191.19866546115,82191.02895985253,82190.74593095196,82190.55065161828,82190.3348639754,82190.25354985111,82190.17260282481,82190.08803020461,82189.64140298168,82189.18285811401,82188.6937325624,82188.47430009188,82187.11288032617,82185.39517990359
12,82182.16185062205,82180.88476517242,82176.0476616988,82175.214921214,82174.70048693503,82173.24182821138,82172.4069505246,82172.28990023711,82172.03956027649,82170.39006901789,82170.17072314782,82170.08210038242,82169.20137782811,82168.76483796237,82168.56163213111,82168.37587725976,82168.27986658138,82167.8932621291,82167.81547086361,82167.68683863335,82167.59962337655,82165.7757215029,82165.61698529891,82165.54355419996,82165.32147754246,82165.19802104495,82165.11166721288,82165.06791602407,82164.9023632849,82164.46084459592,82164.27195365241,82163.96370131476,82163.88364986482,82163.80410906543,82163.72329224047,82163.59743744215,82163.14860704339,82162.67158982548,82162.45531850605,82161.14499589129,82159.47933579939
13,82154.8591693591,82153.61594293796,82149.10819157514,82148.48969124252,82148.00184740926,82146.585099833,82145.78774436488,82145.67378351005,82145.42907105782,82143.83582073814,82143.62181450057,82143.52432593211,82142.68224657145,82142.10046598621,82141.90255138521,82141.72344469091,82141.3776757369,82140.98279304542,82140.90668900569,82140.71238267698,82140.5986466432,82138.88880815181,82138.72427849719,82138.6010829756,82138.32988136212,82138.20989855475,82138.12499334197,82138.08201305152,82137.92063702844,82137.58279096847,82137.43469292327,82137.173099989,82137.09430866451,82137.01611503462,82136.93849683079,82136.81463538522,82136.3756415059,82135.91088796515,82135.69758440595,82134.522290161,82132.60166240297
14,82129.59315719068,82128.38398254655,82123.84501840468,82123.24934216807,82122.78638609039,82121.41410535104,82120.64543377026,82120.53430602956,82120.42329729507,82118.9486308542,82118.72877454264,82118.63153465404,82117.82083416636,82117.25764412354,82117.06525598149,82116.77908940987,82116.68748955434,82116.33166672317,82116.25732638253,82116.13278941192,82116.04772624068,82114.39272578729,82114.24777480763,82114.12668509092,82113.91579812564,82113.79547119651,82113.71222695019,82113.67019168279,82113.50040471333,82113.17207811394,82113.02764223979,82112.78378041525,82112.70624759527,82112.62937078597,82112.49164020325,82112.36981943261,82111.96425874275,82111.51189163534,82111.30138318706,82110.13836282116,82108.27234474517
15,82103.96339141481,82102.78738424907,82098.46861844059,82097.90333635348,82097.46305954133,82096.1061309721,82095.3702892508,82095.26209800711,82095.02411527108,82093.53251684713,82093.32754053845,82093.24255588654,82092.1428943337,82091.5970583625,82091.4094286406,82091.144964299,82091.05624442063,82090.71551471946,82090.64280136576,82090.5205874809,82090.40961957807,82088.81391781179,82088.6630828596,82088.59250806663,82088.33229588566,82088.2146059075,82088.13280622961,82088.09152295199,82087.936332991,82087.68896356068,82087.5484035342,82087.25709667234,82087.18084130986,82087.10210766073,82086.84231630772,82086.72246109479,82086.30115475896,82085.85962747727,82085.65197270014,82083.89866769296,82082.07919372071
16,82077.95195957168,82076.80998462578,82072.75725507952,82072.20264043676,82071.7882382964,82070.46337319308,82069.3709810026,82069.26564499593,82069.03286246692,82067.64468494436,82067.50347697671,82067.42013983075,82066.3673292113,82065.83845920074,82065.65547608095,82065.40978545719,82065.33295852682,82065.00690733045,82064.84067443233,82064.69074865339,82064.5934474938,82063.05727590613,82062.92454382285,82062.80598733955,82062.6068930287,82062.48080732443,82062.40038982093,82062.35984854598,82062.20878710493,82061.90074205628,82061.62999147049,82061.4339143598,82061.3589541328,82061.28151526737,82061.03097327892,82060.9130644752,82060.50029506476,82060.06828510456,82059.86340104646,82058.19170630211,82056.40817889305
17,82052.44866219253,82051.33798626577,82047.32141600989,82046.78603084765,82046.36180164933,82045.06721782536,82044.02451352074,82043.9068408068,82043.6790511275,82042.27145965735,82042.13283263028,82042.02839448018,82041.01918978733,82040.06133390382,82039.88316169602,82039.73110015696,82039.64846969886,82039.33594553667,82039.26756715667,82039.05586275164,82038.97372449582,82037.49398671198,82037.31279871381,82037.1971837722,82036.94707483385,82036.83030235322,82036.75121231649,82036.71141585798,82036.56389909389,82036.26617973077,82036.13286474912,82035.88896311406,82035.81519496991,82035.73904355799,82035.4971454984,82035.38119587084,82034.99791162892,82034.57519660043,82034.37304941956,82032.96870038923,82031.23857927817
18,82026.94263667028,82025.89510496642,82022.06848946412,82021.5604148962,82021.2476179415,82019.98687974786,82018.98699890019,82018.87203628244,82018.74910728808,82017.38639210365,82017.25887751799,82017.17744298119,82016.20731536357,82015.70184795151,82015.52862047992,82015.3914671254,82015.31826677486,82014.99963913018,82014.95497455081,82014.81008995042,82014.70251590759,82013.30128291497,82013.11035961722,82013.04321955336,82012.85087437811,82012.73654493925,82012.65870416831,82012.619627607,82012.46604932117,82012.09752484431,82011.96735109796,82011.74112497209,82011.66843323474,82011.59358127165,82011.36826952265,82011.25423378243,82010.85814067215,82010.44724071797,82010.24781094365,82008.70816158375,82007.01051820134
19,82004.48185447749,82003.43133553053,81999.80961721462,81999.31148546582,81999.00986631903,81996.67006323815,81995.71340758548,81995.6012783267,81995.38024158671,81994.11077893365,81993.97563483572,81993.89568382775,81992.94271189357,81992.4548087315,81992.28567338474,81992.15462971677,81992.0905780782,81991.80299074796,81991.75911163936,81991.61699826535,81991.53677464137,81990.18829215472,81990.00104499246,81989.88788223281,81989.65087758575,81989.5282389648,81989.45187302728,81989.41364150525,81989.27205649063,81988.99353365126,81988.5554750023,81988.28378678969,81988.21231771715,81988.13870214197,81987.91270204812,81987.80055332629,81987.43365894922,81987.03322594624,81986.83642506186,81985.39292413244,81983.74967171275
20,81979.34284832388,81978.3237453115,81974.67341665542,81974.19466611909,81973.90423547427,81972.70151808746,81971.78604669447,81971.69091776648,81971.47472478304,81970.2450021856,81970.0768345706,81969.97534775065,81969.08737819688,81968.6138771407,81968.44899667162,81968.32121130086,81968.25862776052,81967.98265375936,81967.91675972246,81967.71582100913,81967.61088034077,81966.30986242613,81966.13855459169,81966.02719265298,81965.84280241073,81965.73110329616,81965.6560284769,81965.61849213942,81965.48038750442,81965.14943199087,81965.02518202958,81964.79512233229,81964.72484138494,81964.65241917718,81964.43428324453,81964.32398449599,81963.94356233274,81963.55309196244,81963.35888931021,81961.95779623897,81960.34608965494
21,81956.08721672755,81955.129898656,81951.61501507848,81951.14542893395,81950.86584340382,81948.62229344984,81947.74859341956,81947.6417174724,81947.43028851073,81946.18931113865,81946.05759533375,81945.97945282115,81945.13229989515,81944.68435452864,81944.44068796108,81944.318185869,81944.23899981138,81943.97313418772,81943.93053602878,81943.79373154741,81943.71521700364,81942.46217617705,81942.30812649248,81942.19861296166,81941.97047565729,81941.85725921433,81941.78355516994,81941.74669983992,81941.61209690425,81941.35261033828,81941.15634306066,81940.94292791514,81940.87378138673,81940.80255488052,81940.60128764514,81940.49281367517,81939.41100478932,81939.03070346804,81938.83915336838,81937.55695469538,81935.99312249836
22,81931.88698603994,81930.92523921211,81927.5418895134,81927.08791838073,81926.81794973247,81924.65036024398,81923.81609938,81923.71173337722,81923.52304845529,81922.36596893566,81922.13513792519,81922.05848649649,81921.22695574391,81920.79252854359,81920.62605356434,81920.4347503286,81920.37883194446,81920.1059171634,81920.0641023306,81919.87040822228,81919.77026693488,81918.5633799672,81918.43091083842,81918.32187291226,81918.14496191121,81918.02593722363,81917.9536348299,81917.91745192722,81917.78618394451,81917.4734135908,81917.35480275154,81917.18118894567,81917.11314979986,81917.0430957957,81916.84110216962,81916.73443749303,81916.3744583198,81916.00365702173,81915.81464313195,81914.28691379822,81912.7555773611
23,81908.7954366974,81907.8618092541,81904.60425511889,81904.22256382921,81903.96283196802,81902.84668587684,81902.04803186536,81901.93309329764,81901.73039527197,81900.61151954198,81900.48305839523,81900.39506420383,81899.6195261729,81899.19766506527,81898.96369599973,81898.77818787342,81898.72293260448,81898.4534026332,81898.38986033366,81898.25818175028,81898.15586944041,81896.99429401573,81896.81734836465,81896.7541674447,81896.53233749434,81896.42390457174,81896.35277945585,81896.3172014028,81896.18914779034,81895.89729353038,81895.78136763422,81895.59174225712,81895.52480726126,81895.45589319945,81895.26897735272,81895.11751553553,81894.7658734877,81894.40547409328,81894.21906376856,81893.01844465248,81891.77360684543
24,81889.34587279562,81888.47348302393,81885.36219503204,81884.94885389056,81884.69785325017,81882.66456786214,81882.17351402441,81882.0874176064,81881.9780507102,81880.90973601493,81880.7503944086,81880.66485096913,81879.92278067276,81879.56871658721,81879.40819791263,81879.2276762324,81879.15530153009,81878.89606862923,81878.85544548157,81878.66896602706,81878.57049497953,81877.44990003007,81877.30159901899,81877.19474649287,81877.0286442092,81876.91874654716,81876.84906478402,81876.81424010734,81876.68049242548,81876.4931675898,81876.3802900619,81876.178027833,81876.11216064238,81876.04441428249,81875.85738113095,81875.75329269162,81875.42677421917,81875.07543617462,81874.89161772234,81873.71393622857,81872.25538577253
25,81868.51736979454,81867.7674093072,81864.71908043262,81864.31764153195,81864.07540481287,81862.11030002785,81861.6260804584,81861.52822360315,81861.33152149654,81860.30091945082,81860.17583213066,81860.08398635991,81859.33990347967,81859.01102167493,81858.85449934605,81858.67904984095,81858.62479358408,81858.35536661095,81858.31548482223,81858.18868649888,81858.08824058293,81857.00377207047,81856.83297623043,81856.72775028824,81856.51457239393,81856.40816824106,81856.3397157648,81856.30553849085,81856.18241536102,81855.88990069702,81855.77964477759,81855.59725635503,81855.53253710104,81855.46859615337,81855.34889625543,81855.24652720499,81854.90988731437,81854.5687433281,81854.38743854276,81853.36166913803,81851.94697574762
26,81848.33306763892,81847.60564447567,81844.85017771822,81844.46115125956,81844.22660979192,81843.19295932594,81842.2466698524,81842.1506901802,81841.95803098433,81840.95783306973,81840.8035947404,81840.69481312965,81839.99546240532,81839.67370985498,81839.45122804005,81839.28065196428,81839.22696645884,81838.981181521,81838.94204839115,81838.76252071498,81838.68739866783,81837.63313950121,81837.47734989447,81837.31799985233,81837.11252826458,81837.0047718641,81836.93742782003,81836.90388695424,81836.77985296086,81836.60049786458,81836.49309064736,81835.87769670715,81835.81399877887,81835.74839415673,81835.54786447223,81835.44721214527,81835.11872481737,81834.78749950111,81834.6086383728,81833.75237707309,81832.36741585401
27,81828.85129201482,81828.14123775493,81824.35488946663,81824.01524567501,81823.78914205296,81821.94013344504,81821.34990404258,81821.24312074679,81821.05453263025,81820.07653163718,81819.8901427772,81819.80716614035,81819.12150034108,81818.80735326171,81818.58316392562,81818.42762243141,81818.34223822918,81818.10457256356,81818.04397960404,81817.88578215688,81817.77619034346,81816.75318160566,81816.59941539446,81816.49582803706,81816.33751876914,81816.2331984298,81816.16713631214,81816.13417549393,81816.01547191797,81815.82663979831,81815.72153777187,81815.52825363932,81815.4656065171,81815.38459405459,81815.21799330658,81815.1191510919,81814.814554828,81814.49486737093,81814.31849320099,81813.17562967502,81811.82449831336
28,81808.44262155885,81807.75649973936,81805.03845033611,81804.47882046495,81804.26043462718,81802.76444138726,81801.87398856666,81801.78193755413,81801.59736276354,81800.65246824494,81800.50239322489,81800.39616183877,81799.73884126393,81799.4315387778,81799.29194958032,81799.12959310922,81799.07692859815,81798.84864595589,81798.81070881645,81798.65625452535,81798.57818427114,81797.5837850158,81797.44519691463,81797.34324036862,81797.14587479495,81797.04352928846,81796.97844738606,81796.94609476882,81796.82638207969,81796.54866039142,81796.44633058055,81796.27406423548,81796.0169483234,81795.93732749007,81795.8193239175,81795.72213647515,81795.4095418284,81795.09954657296,81794.92555765153,81793.85432649923,81792.54406740848
