,VehPower,VehAge,DrivAge,BonusMalus,Density,Area,VehGas,VehBrand_B1,VehBrand_B10,VehBrand_B11,VehBrand_B12,VehBrand_B13,VehBrand_B14,VehBrand_B2,VehBrand_B3,VehBrand_B4,VehBrand_B5,VehBrand_B6,Region_R11,Region_R21,Region_R22,Region_R23,Region_R24,Region_R25,Region_R26,Region_R31,Region_R41,Region_R42,Region_R43,Region_R52,Region_R53,Region_R54,Region_R72,Region_R73,Region_R74,Region_R82,Region_R83,Region_R91,Region_R93,Region_R94
0,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556,82486.34272086556
1,82484.13655829118,82483.20647832102,82479.34986033014,82477.53594680165,82476.50434960579,82475.85437909182,82474.81549001535,82473.38317955393,82473.13047859713,82472.83529544559,82471.12926497197,82470.83600927271,82470.36070541051,82469.13782765626,82467.3733768187,82467.10130491364,82466.20297745816,82465.8486964175,82465.15083553223,82464.93286212998,82464.57730100132,82464.48521558248,82461.59710576234,82461.19100069543,82461.00340414516,82460.7123491026,82460.19391796118,82460.08753326948,82460.03286159901,82459.68508941642,82459.1804910333,82458.44977433444,82458.16487985529,82457.77183841435,82457.49769894607,82457.07211992255,82456.93491917469,82456.42154136495,82455.88362568046,82455.63132556004
2,82453.6229105875,82452.83136387588,82448.13308692431,82447.50770149074,82446.56521002181,82445.74990668902,82444.80845342689,82443.44674330205,82443.2027343999,82442.91452891039,82441.23406877244,82440.9484461458,82440.5441178721,82439.41107647729,82437.91341416955,82437.64946603913,82436.85883287754,82436.21616958495,82435.54675615022,82435.44974869105,82435.131916855,82435.02755181819,82432.24651117652,82431.89023512734,82431.721161001,82431.43816542989,82430.9813487623,82430.8770556066,82430.8233702499,82430.48818967491,82429.77480627841,82429.12508963578,82428.84770939799,82428.75426653089,82428.52848953888,82428.30905943536,82428.17406927649,82427.66978107163,82427.11073929262,82426.86198887773
3,82423.34446694737,82422.22865252467,82417.72156320962,82417.1971986585,82416.32982855657,82415.55635943894,82414.58429009622,82413.31017709454,82413.15001148681,82412.86865168059,82411.24020796092,82410.9624648053,82410.6027538683,82409.61511952666,82408.35335793774,82408.10772605566,82407.81648308222,82407.28020053779,82406.63812758884,82406.54339331333,82406.26900217375,82406.18032551481,82403.50670935334,82403.18461418766,82403.031982678,82402.75655115259,82402.62250153534,82402.52031784641,82402.46761845969,82402.15617134911,82401.48579212106,82400.88566169844,82400.62897375075,82400.53713812843,82400.34531401978,82400.15833208797,82400.02546756549,82399.52992393947,82398.98007008524,82398.73477987383
4,82395.39638314745,82394.21673040316,82388.32317439571,82387.87095641685,82387.06256678546,82386.35565042823,82385.4432981404,82384.2260976083,82384.07916206378,82383.80449590791,82382.12210068396,82381.85149292092,82381.44541649536,82380.51113866102,82379.98934300672,82379.74342145785,82379.46895091639,82379.26721853734,82378.79651919451,82378.7040528931,82378.4558199912,82378.32886345594,82375.7556552845,82375.4628536996,82375.32275366104,82375.05334992486,82374.92212507132,82374.8219714039,82374.7702651706,82374.57508139187,82374.16785450236,82373.65145641468,82373.4007131496,82373.3104576942,82373.14820784747,82372.98291463252,82372.85217791938,82372.36550904818,82371.82550652754,82371.58358517266
5,82368.40199543002,82367.21790830026,82361.48711530222,82361.08567676201,82360.32218467537,82359.66236337555,82358.80088826799,82357.63655987254,82357.49365259918,82357.22538622585,82355.61599964631,82355.35244868201,82355.24121794927,82354.35382735135,82353.1798949384,82352.93966285783,82352.67977608278,82352.50350662142,82352.05066965465,82351.9603782817,82351.7349706699,82351.65765471428,82349.18164024438,82348.91453229364,82348.78702004516,82348.52394708907,82348.39105254311,82348.2928772842,82348.24208402488,82348.04994600051,82347.67831884904,82347.20803962417,82346.94814157794,82346.85932972425,82346.71516635793,82346.56754862228,82346.3733557441,82345.89528520932,82345.36462402716,82345.1260812055
6,82342.05236461697,82340.90334770022,82335.32990080344,82334.97533242102,82334.25165984294,82333.41872382726,82332.61143901636,82331.49776867058,82331.3587720484,82331.09674920101,82329.51329370338,82329.25657605019,82329.14728534358,82328.30438496868,82327.90513650468,82327.67044015555,82327.42363387898,82327.27384333283,82326.8378432907,82326.74972407945,82326.607201849,82326.48339132323,82324.10122615196,82323.86852880525,82323.81354280608,82323.55626632817,82323.42542977587,82323.32933424965,82323.27960516766,82323.09119255704,82322.73703279404,82322.31272952756,82322.07306925961,82321.98566294389,82321.85514094122,82321.72086654963,82321.53295008294,82321.06336648503,82320.54158824052,82320.30637049585
7,82317.37141646745,82315.92000071917,82310.50045164087,82310.17830500909,82309.46965234581,82308.61072202095,82307.81795286816,82306.75134646392,82306.61609604275,82306.33429920775,82304.8006044162,82304.55031208528,82304.4530848241,82303.32120343813,82303.00409791482,82302.77483376361,82302.53894777625,82302.40533771476,82301.98695135502,82301.90096785827,82301.76102041063,82301.66688175543,82299.37697464036,82299.14816685257,82299.0140536695,82298.76238298575,82298.63478998098,82298.54042462877,82298.49166229952,82298.30715576382,82297.75846148843,82297.36812373553,82297.13400014129,82297.04800680687,82296.92823712731,82296.61476447043,82296.48010652435,82296.01938521373,82295.4973148185,82295.26535076738
8,82292.45898671215,82291.04423713947,82285.7201915354,82285.03932243999,82284.41400079706,82282.89677733788,82281.02022981504,82279.9976435586,82279.86772365218,82279.59265018169,82278.19387920256,82277.94982107852,82277.85436845524,82276.77223052188,82276.41260401653,82276.18863584998,82275.96490038038,82275.84492398007,82275.31447300564,82275.23049480656,82275.09303223263,82274.98501386707,82272.78217324431,82272.58091084466,82272.50241575908,82272.25659041114,82272.12759661148,82272.03514407502,82271.98748620949,82271.80690646746,82271.48195585982,82271.12694104819,82270.85507411693,82270.77044171223,82270.68576374103,82270.58045113701,82270.44786016189,82269.96564261676,82269.45220296012,82269.22342932965
9,82264.46279736016,82263.08476609658,82257.95496005908,82257.27802293826,82256.67809557798,82255.9125531733,82254.08569367493,82253.10903626788,82252.98262451804,82252.71382078854,82251.27453832698,82251.03748489087,82250.93336499258,82249.89964107561,82249.40268263778,82249.18372248352,82248.970196147,82248.86707268917,82248.41966199863,82248.3375728996,82248.13016354662,82248.0389798996,82245.92599210556,82245.72752090188,82245.59688565652,82245.35656918852,82245.22973680616,82245.13910152113,82245.09237023426,82244.91594377294,82244.41127976311,82244.09521775991,82243.87046249385,82243.52506650318,82243.41563166,82243.3157185853,82243.13727891355,82242.66268916577,82242.15653414982,82241.93085560716
