,0,1,2,3,4,5,6,7
0,1832.3558839049651,1832.3558839049651,1832.3558839049651,1832.3558839049651,1832.3558839049651,1832.3558839049651,1832.3558839049651,1832.3558839049651
1,1770.0253980256612,1734.4598983386527,1710.8133108262496,1676.5225160902924,1640.0462839595173,1627.6116605520956,1618.5760847726347,1597.2492705764737
2,1550.7657985052483,1526.9557028822096,1511.0782916256408,1475.6259926555708,1450.9402039767056,1437.7965984628718,1430.1089726639452,1416.0842309727072
3,1380.2527776155466,1361.7638636788065,1349.5811378970357,1328.1569565266352,1311.0460966048986,1304.0945718884443,1293.6276641113775,1283.118163261885
4,1256.7219044026447,1243.7449126001352,1231.611458833008,1210.5211996644866,1197.7559557772,1189.466433190485,1184.3969977644288,1177.812119346106
5,1157.681287442894,1144.0791712985915,1135.1054501885424,1119.94318943603,1110.746346128279,1106.1271163005504,1099.8264646084954,1094.2117284289004
6,1078.958684869161,1068.8024857381192,1060.9373327684725,1052.9091063115939,1046.088434356956,1041.8822397436427,1037.8923800876146,1034.3456772199816
7,1022.6447038378569,1014.4473168545275,1007.5383419950726,1001.387916092921,995.6664758126756,992.4765485624499,990.1466041726836,984.7965361328133
8,975.632265899671,967.912209625174,963.008725422097,955.4702499833381,951.036417608892,947.9922655954645,945.7530453776325,941.929995962957
9,933.6518299970949,927.477467621778,920.7242891500908,916.6327723276163,912.4337578332729,910.1848538751885,908.6655408633903,906.5699743757431
10,900.2620445051739,894.0120709737296,890.1200972259162,886.3518758991765,883.6728619705692,880.1610731176015,878.2596044454178,874.6899491850285
11,869.4583300860704,864.9180532754284,859.6750634625469,855.0545009005555,851.9942799551477,849.9570263830394,847.4309880316146,844.7687471137434
12,839.6642518030997,835.6813128386799,830.9587949277307,825.3506368185406,822.7934705954233,821.2940388154991,820.1639635974107,817.2999575924769
13,813.2095340847468,808.6553320659913,803.746728809984,799.1089524479701,795.0497367055345,793.8775137240084,791.0888732438067,788.5176052377585
14,783.9778043127229,780.4202956070112,777.2645825942748,774.6163003342069,770.4333511600626,769.3373458796883,768.3636147999965,766.2257682437734
15,762.814082267171,759.8867999281265,756.3081400473693,754.0337968264032,751.8433975269,750.302274170243,748.4689596910864,746.5982055518597
16,742.6896530728878,739.4005540478443,736.5528799376024,733.5015211886823,732.1058038724996,731.2409086769869,728.942584814629,727.4038189938814
17,724.2963799032821,722.2502507057534,719.8529996475172,718.5363075050197,715.2596783152313,713.6059762832799,711.764958295309,709.8291083034524
18,707.5048857295817,705.3250225872913,703.191734860369,701.736516572897,700.0229048904378,697.6654099211909,696.5267082954718,694.9918373801457
19,692.5131408129976,689.1902954427612,686.7973316129167,685.2910365719804,682.207609327695,680.2069594263255,678.8837287327332,676.9752426055263
20,674.8665661963614,673.1568958941265,671.3550646336339,669.4306793461576,667.6960488213166,666.2477960796925,663.4287705302788,660.48756828864
21,658.6282557277577,656.9600191203581,655.5438671392203,654.1590630770422,652.186935358705,650.8991643873093,650.0892338444005,648.3904735409108
22,646.6185312559094,644.2750718498089,641.5842356677608,639.72630365373,637.7654144311135,636.1327280145283,632.4488036993521,628.7433068781967
23,627.0734257154747,625.3291886891782,624.0753393529933,622.3876679889216,620.2562426705135,618.3155253032594,617.6658583227376,614.7685334089916
24,611.975094391084,610.0403910809587,608.017830953543,605.6355258076251,604.5479531935745,602.0783603066214,600.2929325301816,599.4567911508041
25,597.962531861405,596.0710404720726,594.7139903213148,593.9110276129297,592.4985990509526,589.7449416215463,589.0150757713091,587.8983203109872
26,586.3428822208957,584.8189826169053,583.0083858796036,580.6144166428181,579.0868451234303,577.7826665217192,576.5232663446088,575.4405968921469
27,573.7328494459111,571.1626056946824,568.9590197048927,567.3758709439903,566.18349880842,565.5058651735557,563.2269975856997,561.6288933166462
28,559.9416164077406,558.2210352836155,556.4809586762242,555.4886319748972,554.2817937841063,553.4952874089713,552.2859868191861,549.1661700862371
29,548.4744549234435,547.547086814888,545.8922400671728,544.2962647412346,543.4407651607204,541.3367705982149,540.0483317723332,538.5152381298418
30,536.7679545984894,534.6615876255277,533.061661888026,530.9694434471631,528.8438875005223,526.940935172903,525.827677966569,524.3363594665284
31,523.3447454929287,522.5080618550642,521.6787628046452,520.8118830819573,519.448107827133,517.4123859945129,515.4213979637638,514.5489505296606
32,513.1415453422924,511.7695489499036,509.5589154165087,508.199623969059,507.6288103285409,506.0425210233051,505.60401156323417,503.419333767576
33,501.87397925566273,501.1618835055213,499.5499632442155,499.0559494775206,497.7684782342412,496.0130263231104,493.69740041448824,493.1696271990773
34,492.2895970672944,490.52697580180796,489.41546876966834,488.5469023382949,487.80035894014037,486.56446902733234,485.03130745178237,482.94372076960997
35,480.7689593987507,479.65920904051814,478.20698095043184,476.66020289275104,476.17941989580976,474.718494942344,473.6251619655743,472.7071678673259
36,471.509502571127,470.55150477464565,469.84530332345486,468.7946300297449,467.6855665150176,466.93465313649716,465.39215641148826,464.7221936700133
37,462.35012995480713,461.5872154945756,460.62012744994945,459.72904060738256,458.99615652316265,457.9602094938941,457.4394996439016,454.84032727112515
38,454.07144455787216,453.09503993974556,451.90029252822023,451.2498810172249,450.3482690646743,449.90043575882356,448.53222432885593,447.14778571034606
39,445.3255327427802,443.8505361692039,443.3693873440699,441.901398585808,441.39001660180475,439.8446751494579,438.86747696119176,438.2060870164471
40,437.4779651299219,436.42364683664107,435.717139976632,434.9544945871764,433.79056553011793,432.67056889802257,431.9584533275514,430.40180447775595
41,429.3970790399295,428.9593715051871,428.08492490726763,426.6695283731342,425.79287826805887,424.7509622118316,423.4202694918613,422.8316108064407
42,421.44266391309293,420.4939992538675,418.7005646788234,417.2216017171026,415.8634272045375,414.41527748699696,413.15708991977976,412.6902566763765
43,411.0176996840973,409.6578940789178,409.0750734599464,408.34205515920684,407.54703052291717,407.2958154928831,405.6802050755384,404.4313188327802
44,,,,,,,,
45,,,,,,,,
46,,,,,,,,
47,,,,,,,,
48,,,,,,,,
49,,,,,,,,
50,,,,,,,,
51,,,,,,,,
52,,,,,,,,
53,,,,,,,,
54,,,,,,,,
55,,,,,,,,
56,,,,,,,,
57,,,,,,,,
58,,,,,,,,
59,,,,,,,,
60,,,,,,,,
61,,,,,,,,
62,,,,,,,,
63,,,,,,,,
64,,,,,,,,
65,,,,,,,,
66,,,,,,,,
67,,,,,,,,
68,,,,,,,,
69,,,,,,,,
70,,,,,,,,
71,,,,,,,,
72,,,,,,,,
73,,,,,,,,
74,,,,,,,,
75,,,,,,,,
76,,,,,,,,
77,,,,,,,,
78,,,,,,,,
79,,,,,,,,
80,,,,,,,,
81,,,,,,,,
82,,,,,,,,
83,,,,,,,,
84,,,,,,,,
85,,,,,,,,
86,,,,,,,,
87,,,,,,,,
88,,,,,,,,
89,,,,,,,,
90,,,,,,,,
91,,,,,,,,
92,,,,,,,,
93,,,,,,,,
94,,,,,,,,
95,,,,,,,,
96,,,,,,,,
97,,,,,,,,
98,,,,,,,,
99,,,,,,,,
100,,,,,,,,
