,deviance,deviance,loss,loss
,train,test,train,test
intercept,0.22689348585678765,0.23011102803976075,0.1153293024373072,0.11640826052318679
glm,0.22183778423766673,0.2251901636418898,0.11280145162774681,0.11394782832425127
local-glm-boost,0.22000526984815033,0.22363044041279587,0.11188519443298858,0.11316796670970437
local-glm-boost-light,0.22017070279307907,0.22376815509581974,0.11196791090545298,0.11323682405121627
