,n_estimators,beta0
VehPower,1000,0.06277206445262683
VehAge,1000,0.37272863649759946
DrivAge,1000,0.7449940508954627
BonusMalus,1000,5.629566388120448
Density,882,168.337776541301
Diesel,777,0.036803049003158034
