,VehPower,VehAge,DrivAge,BonusMalus,Density,Diesel
93,180874.35163432852,180873.82549476676,180873.2457653217,180872.82538236055,180872.58815526508,180872.27802817558
94,180871.48834441803,180870.9627612086,180870.38735748353,180869.96801304878,180869.73770529864,180869.47967601215
95,180868.6931106427,180868.16926141453,180867.5959843838,180867.1787960892,180866.94289462603,180866.7099530418
96,180865.92653507678,180865.40442384066,180864.8299308165,180864.413798345,180864.17882688882,180863.88688282325
97,180863.10660813455,180862.58619411325,180862.01605001336,180861.61866178404,180861.39032537484,180861.09216126252
98,180860.3149243816,180859.79309382115,180859.22510979968,180858.8120542285,180858.57870582945,180858.27719495143
99,180857.50295806705,180856.98275481415,180856.415996462,180856.04254697933,180855.8091413124,180855.55350578076
100,180854.7822792519,180854.26371432102,180853.6961420994,180853.3246489799,180853.09585455243,180852.84410307094
101,180852.07585666887,180851.5588920742,180850.9930740517,180850.62245969818,180850.39362300167,180850.14295708676
102,180849.3776788556,180848.86230757533,180848.3035802861,180847.93437679435,180847.7036699361,180847.41622899016
103,180846.6539245248,180846.1401634059,180845.5776999983,180845.20987812075,180844.98337826147,180844.6495361693
104,180843.89019474687,180843.37799926245,180842.8198272968,180842.45334809637,180842.22683465912,180841.97909176646
105,180841.22270142767,180840.71211169084,180840.15311922826,180839.7880350158,180839.55943572667,180839.26992436405
106,180838.5164472956,180838.00740717608,180837.45547554592,180837.09176042152,180836.86714935472,180836.62147243007
107,180835.87094032645,180835.36352564013,180834.81439657367,180834.45206496853,180834.22764123156,180833.9802556789
108,180833.2326204692,180832.72677048767,180832.1727379855,180831.8117855874,180831.58851199434,180831.29820985062
109,180830.55341576738,180830.04909763407,180829.50204843495,180829.14242872695,180828.91682760912,180828.67425565826
110,180827.93237178592,180827.4296630961,180826.87885921626,180826.52060898338,180826.3015755885,180826.0229974264
111,180825.28403943504,180824.78288377397,180824.24280629773,180823.88590507355,180823.66520829618,180823.42463856025
112,180822.68855043128,180822.18896339345,180821.6443841364,180821.28884284358,180821.0627139509,180820.82043404796
113,180820.08720239924,180819.58918588352,180819.04575866432,180818.691570549,180818.47146497722,180818.10903494034
114,180817.37858096833,180816.88203517167,180816.3442953445,180815.9913716577,180815.7700170793,180815.53227809194
115,180814.8046428781,180814.23875464042,180813.69617954726,180813.34460138707,180813.12347975973,180812.88676126485
116,180812.16193378848,180811.66859954866,180811.1329028488,180810.7826642795,180810.56267472668,180810.32421673104
117,180809.6022178543,180809.11046008163,180808.5774833855,180808.24036645,180808.02642838404,180807.75823110866
118,180807.0390604048,180806.54882327403,180806.01498790525,180805.66734640917,180805.44604609732,180805.16381000564
119,180804.44739052653,180803.95866491288,180803.42682384409,180803.07623707113,180802.8581673677,180802.62536557677
120,180801.91174314223,180801.42454748275,180800.90024920742,180800.55520057603,180800.3525431039,180800.11801551795
121,180799.40715284934,180798.92146939953,180798.38622572494,180798.04248621472,180797.832230256,180797.6013940847
122,180796.8932489395,180796.4060365202,180795.8784119703,180795.531775307,180795.31521074736,180795.0083244011
123,180794.30292161024,180793.8171553532,180793.29411742458,180792.98627431737,180792.78293661855,180792.50863696838
124,180791.8058422755,180791.32153008194,180790.79081547353,180790.44663981703,180790.24111121974,180789.97750286403
125,180789.27746804355,180788.79459700047,180788.26789056798,180787.9291510066,180787.71212459952,180787.48490932237
126,180786.80584231563,180786.32440040482,180785.80196124158,180785.4976408358,180785.29866076863,180785.07243684464
127,180784.3958817948,180783.91589517795,180783.39947715256,180783.0922048048,180782.88591719844,180782.6235177037
128,180781.9494111925,180781.4708154975,180780.94832015876,180780.64633678165,180780.43170539683,180780.16264143112
129,180779.49098183197,180779.01379299126,180778.49276635057,180778.1919855169,180777.99244323059,180777.73287479155
130,180777.06386400387,180776.58805647487,180776.08109219474,180775.77735634692,180775.57816234475,180775.28429920162
131,180774.61755168668,180774.14318640128,180773.62256340933,180773.3240623554,180773.11446739372,180772.91568586003
132,180772.23356414356,180771.76062954724,180771.24394116408,180770.9425063081,180770.741523265,180770.5205993298
133,180769.85893719172,180769.3874058979,180768.88113989585,180768.58493243632,180768.38511529146,180768.0858097519
134,180767.42615813462,180766.95599569523,180766.44323372262,180766.1481813927,180765.94294202884,180765.7237716366
135,180765.06689155326,180764.598128894,180764.0855491848,180763.78760578128,180763.58861821878,180763.39327894885
136,180762.73875725127,180762.271391092,180761.76649096014,180761.47371599745,180761.27288059506,180761.0237230245
137,180760.37165922078,180759.90567882726,180759.39871265186,180759.10257002624,180758.8967169264,180758.70302045645
138,180758.05303880668,180757.58847441644,180757.07778928662,180756.78324862363,180756.5884850632,180756.3136065345
139,180755.66623655468,180755.20298070047,180754.70571680216,180754.40879540384,180754.2126644403,180753.96322120968
140,180753.31814709137,180752.85624610714,180752.3534192001,180752.05364311713,180751.85837429843,180751.644232627
141,180751.00127728598,180750.54076489678,180750.03656325885,180749.7419106168,180749.53977677278,180749.3494037885
142,180748.70904700764,180748.24990310354,180747.75431137584,180747.4607913286,180747.2636211571,180747.05122478935
143,180746.41328064707,180745.95548390254,180745.45665012987,180745.16031329805,180744.96982499873,180744.7070088729
144,180744.0711167097,180743.61468322075,180743.11454578667,180742.82764892193,180742.63222347587,180742.4442801356
145,180741.79473925417,180741.3396757428,180740.84465537273,180740.55054378998,180740.3603546983,180740.1732588188
146,180739.54633928824,180739.09258851223,180738.59867892094,180738.30923735595,180738.1175422103,180737.90834467352
147,180737.2995117763,180736.84709945158,180736.35133470647,180736.0632997895,180735.86947008522,180735.58880306192
148,180734.96630672697,180734.51516490325,180734.0204053222,180733.7295020587,180733.54343373497,180733.34074832383
149,180732.72049542196,180732.27066632351,180731.7843826226,180731.4945587076,180731.3046961805,180731.07834627872
150,180730.48033574113,180730.0277786762,180729.53829067436,180729.2537941144,180729.06146228142,180728.8525153643
151,180728.23661820265,180727.78536958015,180727.29461718074,180727.00685132583,180726.82269833377,180726.6222189105
152,180726.0085375269,180725.5585559277,180725.07275740485,180724.7902604664,180724.59894825175,180724.42206985064
153,180723.83047924782,180723.3817169029,180722.89629500842,180722.61057559866,180722.4228400214,180722.19814228703
154,180721.5886524401,180721.14114186342,180720.66132747818,180720.38080398706,180720.19616635228,180720.00548273663
155,180719.39817244303,180718.9519070841,180718.46634774795,180718.18681492851,180717.99966564676,180717.80973545864
156,180717.2244147936,180716.77937359933,180716.2977988024,180716.01506332186,180715.82948403544,180715.59487071208
157,180714.97291346604,180714.5291115332,180714.05301936116,180713.77550735266,180713.58960939586,180713.36742931104
158,180712.78615046875,180712.34377015248,180711.86206515515,180711.58515567845,180711.4020417235,180711.20587330096
159,180710.58790426713,180710.14675674366,180709.66652751178,180709.3909845149,180709.2066037546,180708.9931283316
160,180708.42323631165,180707.983304067,180707.50776470522,180707.2290524068,180707.04260629608,180706.8372583144
161,180706.22283559147,180705.78408523143,180705.31203311423,180705.04221384792,180704.86070324382,180704.62301140447
162,180704.02988935105,180703.57728821802,180703.10058702325,180702.8360697527,180702.65368035482,180702.43569154455
163,180701.86458167018,180701.4282479865,180700.9589322464,180700.72310348685,180700.5407422384,180700.36706013855
164,180699.7782396296,180699.3280748293,180698.85713407642,180698.59439507517,180698.41241281736,180698.22156456753
165,180697.6154868101,180697.1815758947,180696.7087233531,180696.4823079067,180696.28685711004,180696.03820220093
166,180695.47279660948,180695.04003583454,180694.50392668394,180694.270501137,180694.07063658402,180693.8989162791
167,180693.2962402066,180692.84969397442,180692.3091730678,180692.05281461065,180691.8559583961,180691.54587131372
168,180690.9647021243,180690.53431345167,180690.00107267304,180689.73790403508,180689.54431678116,180689.35310652407
169,180688.7742746996,180688.33019821116,180687.79822200863,180687.5712383443,180687.37554057542,180687.20519898742
170,180686.64791766342,180686.21996596234,180685.6836660486,180685.45344083145,180685.2561100393,180684.9910714997
171,180684.41519493112,180683.97351594258,180683.51106137165,180683.2581921777,180683.06837112867,180682.89916279764
172,180682.30564141227,180681.8800645104,180681.33677689286,180681.10942987615,180680.9130540167,180680.6968265232
173,180680.14499353844,180679.70554918412,180679.1604906766,180678.9026810755,180678.7071684307,180678.4584208069
174,180677.86834893323,180677.44522733506,180676.90212026695,180676.6763836739,180676.48765761888,180676.232298249
175,180675.66393849882,180675.2272155524,180674.63141414255,180674.43450101474,180674.24314790487,180674.04350819535
176,180673.47718778826,180673.05887399527,180672.52698070547,180672.2996933111,180672.1055906968,180671.86659747313
177,180671.30201215274,180670.8678109499,180670.2688773348,180670.04852230687,180669.85778378363,180669.6691882457
178,180669.10481047686,180668.68661964755,180668.09731195177,180667.89831124683,180667.71086314082,180667.53038353208
179,180666.96927923016,180666.53763745588,180665.94146099707,180665.6806632276,180665.4909554199,180665.31102737843
180,180664.75084787596,180664.33522334858,180663.7550157881,180663.56449359545,180663.37302109489,180663.11610157476
181,180662.57751769762,180662.163040126,180661.57779308822,180661.3229927801,180661.13346184423,180660.90082443773
182,180660.34426444734,180659.91635812685,180659.3887833233,180659.19195097632,180659.0094856187,180658.8407052635
183,180658.28573509547,180657.87351080892,180657.28259000767,180657.05684840214,180656.86670780426,180656.61889899842
184,180656.06589020236,180655.64043311743,180655.05654545737,180654.85461245148,180654.66590166182,180654.488428168
185,180653.95561057236,180653.5460248585,180652.9604844654,180652.7828716929,180652.5990085812,180652.41431492142
186,180651.86467455508,180651.44172798685,180650.84909961763,180650.64063450205,180650.4499817006,180650.21759418654
187,180649.66873817221,180649.2616030719,180648.6177488462,180648.41173409406,180648.2242407894,180648.04162584568
188,180647.51365045249,180647.10775612455,180646.5232827705,180646.32002760578,180646.1341204785,180645.90235216828
189,180645.35702348518,180644.93775328354,180644.29664221444,180644.12872325454,180643.94428658066,180643.68532015814
190,180643.1409725673,180642.7374560226,180642.09232130466,180641.8610482957,180641.6724494943,180641.5071499249
191,180640.9651519003,180640.54818690693,180639.93201794295,180639.75789579944,180639.57281150535,180639.39453366367
192,180638.85347467105,180638.39125588984,180637.74857280418,180637.54414446768,180637.36304899113,180637.18766412835
193,180636.66675793484,180636.25259796006,180635.63389936904,180635.40414868342,180635.2168389093,180634.98593563295
194,180634.44823644814,180634.0497256719,180633.50031592385,180633.25006254797,180633.06628384322,180632.91116423946
195,180632.37470052502,180631.96295450596,180631.32399885697,180631.07171576354,180630.8917042857,180630.66044504973
196,180630.12609101663,180629.7299780336,180629.1203445238,180628.92455038347,180628.7419941775,180628.4988050972
197,180627.98392217042,180627.58897576155,180626.9755639511,180626.6989207175,180626.5162961718,180626.36235062464
198,180625.8302652699,180625.4221627682,180624.80992205493,180624.58896558848,180624.40393106343,180624.20090722514
199,180623.67118984184,180623.27845313138,180622.6494843579,180622.37175941755,180622.1912335091,180621.9791805308
200,180621.450249203,180621.0445447376,180620.43450726263,180620.193280126,180620.01224886975,180619.86087650564
201,180619.3528284735,180618.9258366814,180618.3227077808,180618.1038729812,180617.92378944566,180617.73663732526
202,180617.2106548912,180616.8105252813,180616.24092580436,180615.9916975529,180615.8128086862,180615.57627526403
203,180615.05186200124,180614.66380081623,180614.0570718834,180613.78532020727,180613.60494887442,180613.44583232532
204,180612.94224113377,180612.544337432,180611.9443374068,180611.7347025269,180611.5556463879,180611.38246294716
205,180610.8610400785,180610.47846646534,180609.85151248833,180609.57673870388,180609.3957919467,180609.2021346728
206,180608.6828797562,180608.28732623946,180607.68425665091,180607.49233373834,180607.31841287453,180607.14614210353
207,180606.62782637845,180606.24426447335,180605.64785153413,180605.45453389816,180605.27680358084,180605.09300280001
208,180604.59452002458,180604.20113276324,180603.57763626057,180603.41596945355,180603.23825384863,180603.0189260717
209,180602.50393413848,180602.12586152522,180601.5317151312,180601.3092045068,180601.13197442936,180600.96103605482
210,180600.4470501042,180600.05266533513,180599.5142524779,180599.32519228518,180599.14803111972,180598.9418171622
211,180598.43132674933,180598.05535248193,180597.44016772934,180597.24894830547,180597.0763435487,180596.92051202856
212,180596.4275739016,180596.00225179322,180595.4063938339,180595.22069685668,180595.04282441665,180594.8386692264
213,180594.32949379508,180593.95568244584,180593.36626528687,180593.17864984018,180593.00346463366,180592.84839771735
214,180592.34178678895,180591.9305795604,180591.31357889978,180591.12451116304,180590.9661016104,180590.8114953871
215,180590.3044881591,180589.91179631164,180589.37839459634,180589.19689306256,180589.021917347,180588.8195009039
216,180588.33382384965,180587.9281937919,180587.34222885728,180587.1529903295,180586.9819821393,180586.82821602002
217,180586.32449664047,180585.95477995282,180585.34109461703,180585.15519109642,180584.9835670269,180584.80472261313
218,180584.3038488894,180583.91124240553,180583.32756230474,180583.13948728575,180582.9785225577,180582.81165664483
219,180582.3281142733,180581.92583873222,180581.338270647,180581.1812010801,180581.00698074247,180580.85239283135
220,180580.3521312493,180579.98548804494,180579.38038912287,180579.1938599993,180579.02439569368,180578.82059251593
221,180578.3234655884,180577.92343064444,180577.39826921656,180577.22375511538,180577.07045670904,180576.90487076988
222,180576.42579987695,180576.03755590826,180575.48639218122,180575.3276122373,180575.15426297646,180574.9821007931
223,180574.48583335802,180574.10591094667,180573.50392676375,180573.3452398151,180573.17707446517,180573.03233777982
224,180572.5392472827,180572.15395941364,180571.60490920395,180571.3965477469,180571.2260707263,180571.0339910392
225,180570.540899256,180570.1428434387,180569.65746505326,180569.5091024994,180569.3372817387,180569.15547251276
226,180568.66321442043,180568.2768817444,180567.6782882159,180567.47080171353,180567.29969239165,180567.14984824348
227,180566.67831830427,180566.30248413736,180565.76163153726,180565.60527960822,180565.43719340357,180565.25283395004
228,180564.76311271737,180564.38205799746,180563.80452759657,180563.62486324247,180563.45789744498,180563.3007519737
229,180562.8140502343,180562.42036448081,180561.85773783515,180561.69401085147,180561.53761978974,180561.36160525543
230,180560.87406252,180560.5118762156,180559.9742184732,180559.83697063162,180559.67156928158,180559.4786098225
231,180558.9926883207,180558.60109287067,180558.05950166553,180557.87314854545,180557.70870793378,180557.54576344302
232,180557.06282427523,180556.6722899308,180556.1362111722,180556.00012806716,180555.8272806295,180555.63152700276
233,180555.16619820683,180554.78733038512,180554.22046321662,180554.08439482196,180553.9187726729,180553.75818855228
234,180553.2776243352,180552.9087370615,180552.40117173415,180552.2163998484,180552.05222684052,180551.86353502594
235,180551.38257531758,180551.00882929296,180550.48888150882,180550.3539665799,180550.20175055796,180550.03912395873
236,180549.560110108,180549.17374668887,180548.60974605076,180548.44928662677,180548.2875948121,180548.1097974379
237,180547.6311464234,180547.24280920406,180546.7377656509,180546.58007647755,180546.41326185048,180546.22581588844
238,180545.75009564025,180545.3794294016,180544.86732119054,180544.7335780734,180544.56680645506,180544.3928161832
239,180543.9161655841,180543.55205334086,180542.96202687404,180542.80526790317,180542.64348730035,180542.47240140536
240,180541.99893017884,180541.62721362355,180541.15366238292,180540.99503347097,180540.8430664133,180540.6164588775
241,180540.14244024572,180539.7611680258,180539.19726460794,180539.06473626185,180538.90445063985,180538.7376631
242,180538.26451324625,180537.82869021004,180537.32760680106,180537.14709891647,180536.98387384712,180536.8163164392
243,180536.36357064126,180535.997971208,180535.4954629828,180535.36330769418,180535.19880131917,180535.01978667674
244,180534.54938852935,180534.18702456582,180533.68276664463,180533.52868013576,180533.3653158674,180533.17704863346
245,180532.70931681668,180532.34435544285,180531.84318794438,180531.68684911588,180531.52522051876,180531.36600309995
246,180530.89850761753,180530.52114478743,180530.0423759024,180529.91136719036,180529.75656649526,180529.59963938795
247,180529.13421657996,180528.75474571623,180528.1823999292,180528.03016535423,180527.86330778795,180527.6799331786
248,180527.20744836325,180526.84547778065,180526.3134984352,180526.15849381336,180525.99657440267,180525.84534060946
249,180525.38212312374,180525.02622047142,180524.55468691405,180524.40282108256,180524.25836830452,180524.09471271647
250,180523.63014560138,180523.26736156025,180522.68839486185,180522.5342772289,180522.37478299957,180522.16995102412
251,180521.68536487652,180521.31293002868,180520.8172583336,180520.68898515363,180520.52513524465,180520.37468356983
252,180519.91365685835,180519.54221271782,180519.04451122653,180518.89358013187,180518.73721538467,180518.5624666816
253,180518.07748840953,180517.72057558002,180517.1497326264,180517.0221942144,180516.86229611302,180516.7124131934
254,180516.25460967515,180515.90026165612,180515.4374133883,180515.26303396953,180515.11821791908,180514.9248855972
255,180514.46746342158,180514.11210402614,180513.5867610829,180513.45905628084,180513.30316392618,180513.11909157204
256,180512.6388749563,180512.27147400196,180511.7291005885,180511.57848434686,180511.42191708993,180511.25966289628
257,180510.8038463609,180510.4342503018,180509.94352578343,180509.7951181305,180509.63655007808,180509.41284927583
258,180508.95286725694,180508.60035365884,180508.1298129476,180508.0032478685,180507.8454500254,180507.6606924273
259,180507.20679069022,180506.84204540023,180506.33018339178,180506.1800116126,180506.0265497453,180505.85260928835
260,180505.40172673622,180505.05575251317,180504.53974719802,180504.39318283237,180504.25060441202,180504.10161989086
261,180503.62686281273,180503.25603899668,180502.77074236897,180502.6214393845,180502.46608434786,180502.32011660063
262,180501.84528009107,180501.49643428964,180500.93471071296,180500.7884961118,180500.63443971303,180500.44793958127
263,180499.99991948702,180499.63409789614,180499.16853269268,180499.0437810623,180498.88457369673,180498.6766585295
264,180498.2220715792,180497.87156058787,180497.3640752778,180497.2169685196,180497.06296137074,180496.90502550482
265,180496.45928645978,180496.10006345116,180495.5592465845,180495.41396555895,180495.2624409797,180495.0925398022
266,180494.6461680532,180494.28307037742,180493.8526555588,180493.72901855563,180493.58846971823,180493.39987532227
267,180492.93285848337,180492.5677217753,180492.05360973603,180491.88660504107,180491.73224712576,180491.5747463562
268,180491.10708089737,180490.75071001405,180490.224152088,180490.10122456055,180489.94879954198,180489.71462454405
269,180489.27300741433,180488.92983946353,180488.44418204715,180488.29872473062,180488.14452865074,180487.92404701124
270,180487.4588440862,180487.09653015673,180486.61889822973,180486.47580748363,180486.3241080193,180486.16774678562
271,180485.7258739614,180485.37217991694,180484.83678713566,180484.71587312687,180484.56318643218,180484.37744715135
272,180483.93891172053,180483.58129510382,180483.10969055136,180482.98274084355,180482.84910221916,180482.67489561046
273,180482.21358429143,180481.84433377872,180481.3358185246,180481.1692102122,180481.02019234793,180480.87640613705
274,180480.45647007207,180480.1008760765,180479.60160465076,180479.48174049408,180479.32577434517,180479.0925004296
275,180478.63268700376,180478.30232900108,180477.84695287366,180477.69817988802,180477.5482875799,180477.39972505113
276,180476.96561903993,180476.6019764453,180476.07548031711,180475.93356806456,180475.78457937605,180475.6160905193
277,180475.1580639088,180474.80233535502,180474.3301801646,180474.20503901527,180474.06999568737,180473.86367483484
278,180473.43163187883,180473.0743064745,180472.57680814917,180472.43393621896,180472.28348893241,180472.12927545133
