,n_estimators,beta0
VehPower,44,0.06276382162037489
VehAge,14,0.37275500196360595
DrivAge,20,0.7449749935839443
BonusMalus,23,5.629510294654135
Density,11,168.53730957614133
Diesel,6,0.03680569296089239
