,0,1,2,3,4,5,6,7
0,616402.0821445193,616402.0821445193,616402.0821445193,616402.0821445193,616402.0821445193,616402.0821445193,616402.0821445193,616402.0821445193
1,616394.3005218788,615786.092878216,615155.2743716706,613843.0503255404,612536.5689019234,612368.5686153718,612365.549411739,611957.4774179788
2,611949.4775260781,611356.852543066,610735.119017375,609465.2585545791,608201.4614532581,608036.9818936812,608034.0449948992,607641.6669346713
3,607634.0460258375,607046.147538821,606433.4266260983,605204.4133011135,603979.5285909653,603818.2744710805,603815.4170080519,603443.165898989
4,603435.7750802572,602866.8299487531,602270.9767485716,601081.1268677188,599896.1069751548,599737.8537001238,599735.0738487697,599377.0944019291
5,599370.318021718,598812.4029395884,598210.8481023635,596986.4301000768,595838.2990487654,595682.6605048617,595679.9550978839,595331.5755634496
6,595325.1238261238,594789.9474460226,594198.9495793532,593083.393068628,591971.8378561833,591819.8244052331,591817.5120457361,591490.7967046824
7,591484.9115517654,590952.9041807838,590371.3287924485,589152.2409951609,588074.9810786635,587925.1832647522,587922.9314796263,587600.4830038032
8,587594.6330155932,587086.171052603,586518.3396423393,585267.3458782309,584226.7340363421,584080.5002511833,584078.3069887165,583772.1994574969
9,583766.493531889,583268.84824991,582702.418034977,581551.5975901242,580541.8827508063,580397.7347901051,580395.5983348486,580100.8312547172
10,580095.2833122453,579603.2647604477,579039.0977414338,577731.9197940351,576758.0110726379,576616.3387052885,576614.258325777,576330.9382810814
11,576326.5922760438,575861.712102198,575316.8705951859,574177.5595111012,573233.2554030096,573094.6517808546,573092.4419375355,572815.812321901
12,572811.7040776028,572366.4294602764,571814.263049038,570761.2167494374,569847.2800692632,569710.2646327569,569708.1005855289,569441.2752969639
13,569437.3438275594,568979.675948101,568445.1674516741,567248.6749570507,566259.7058127294,566126.023350881,566124.0759564557,565870.1296525579
14,565866.1375295784,565442.7276650369,564911.9141630745,563817.9867001876,562965.1206670093,562833.2669709049,562831.2628955314,562585.265936475
15,562582.1832043005,562171.9330973304,561637.5450758142,560734.9660291143,559852.1991941456,559722.7536741728,559720.7484494707,559476.2943855679
16,559471.3372348291,559032.2475068521,558535.8294182325,557443.094990694,556644.0826731209,556515.810218297,556513.8051681328,556282.9530214387
17,556279.9704754081,555853.0868065153,555332.0006273348,554273.5016581529,553446.4454590336,553321.3030829777,553319.4230153463,553091.6157197765
18,553088.070043745,552671.7353111602,552167.3204322143,551295.1326122291,550294.9537539125,550172.2402838878,550170.395875699,549955.8420429615
19,549952.2816301341,549546.2835039723,549033.007989994,548136.8581698532,547309.6967039055,547188.2376317852,547186.2562362936,546975.1095840489
20,546971.6683575017,546581.0235276816,546076.7780834553,545112.353459577,544315.0173213882,544196.1519201762,544193.4565718146,543991.8595137116
21,543988.4145657155,543588.1263800224,543093.808079646,542201.3988420556,541385.9362605896,541269.1540961814,541266.7699116449,541068.1709522458
22,541065.5558093311,540698.9099313203,540189.75259416,539375.302505502,538529.506867168,538414.138819936,538411.8208218834,538218.3614098093
23,538215.7904815784,537830.312688757,537353.4035187003,536519.7019196935,535792.3638622835,535680.2706463117,535677.2403926402,535496.2571848305
24,535493.7693339257,535122.421372745,534663.0881847714,533853.5027038739,533102.6413032971,532991.3213244902,532988.3916110864,532809.0293443296
25,532806.2497487162,532447.4259177567,531956.5594438128,531214.2154964892,530399.2211663127,530288.3213726387,530285.3558609931,530110.6808450774
26,530107.3058156963,529766.7581839437,529297.0470320605,528535.4769806772,527788.868872998,527681.4526445743,527677.7411907535,527504.9986025945
27,527501.5532252429,527159.2627196268,526687.0020250767,525908.9937925696,525263.3054433628,525156.210850561,525153.1586737398,524990.6985777611
28,524945.8544955803,524614.7217557424,524158.4702205564,523402.2194837008,522696.38368831936,522592.0051295942,522588.9862393521,522430.32345781033
29,522385.9960501558,522056.8872323996,521622.44176603155,520928.03061235894,520202.44508418435,520098.50383803755,520094.1204307527,519943.33052554907
30,519900.9484010277,519590.6434404715,519146.0856685617,518476.09299860906,517819.6298452623,517717.9744135111,517693.2337071251,517539.1436461662
31,517497.5520002033,517207.0634704274,516771.7509658204,516081.866735826,515440.1877918947,515339.55348613934,515315.40973242704,515169.22709113406
32,515128.79611117963,514825.31502192246,514371.2653709494,513704.4122271427,513080.2579433743,512980.1704184914,512956.6717143975,512816.11409049056
33,512775.71410218644,512484.286309104,512051.38433346775,511406.77889560926,510764.94764635357,510668.1933672619,510645.03283644654,510511.63363023987
34,510450.16010244424,510168.6612489344,509744.77462903387,509188.9387189247,508605.4417517857,508508.1102481512,508464.6961636765,508330.46978346194
35,508271.1420298696,507994.0244320425,507595.3869463139,506984.70932379336,506417.79671347875,506322.7104149417,506280.06458548654,506151.09875988826
36,506093.1301670467,505820.98092820874,505437.4117444779,504851.78883703874,504296.50733937934,504203.4448778302,504162.10382450017,504037.09152232576
37,503964.3803958574,503704.8128286654,503282.2723427977,502710.1407993558,502243.79632157285,502151.4816706411,502098.099008135,501979.4873257028
38,501904.0355436915,501650.48174802284,501235.14366612793,500746.0133694064,500188.440010038,500098.2971292626,500046.35845125274,499930.07606223517
39,499857.81021376536,499607.06280907127,499222.0026289773,498684.74263636424,498175.7795401428,498085.1823219012,498033.9631047774,497918.60925122915
40,497842.94501991005,497592.3423655692,497214.0933017817,496687.74527908134,496164.8928874041,496077.3879677449,496027.7429093447,495922.8886437538
41,495849.3122440891,495601.1324858372,495251.2901532429,494805.5593903316,494302.2601868664,494213.8871267327,494165.0396106202,494062.13835222804
42,493990.1330713454,493751.4496972737,493356.3324776497,492866.60073942586,492435.7160973203,492350.240998346,492302.5441267644,492201.90571762196
43,492130.39674190123,491908.2836052688,491523.7167652296,491078.8960116409,490631.72081434174,490547.0760853122,490496.0034206075,490402.11376157304
44,490332.2295898037,490106.73556243547,489765.5916248775,489356.83814307285,488951.4329038776,488868.5251987865,488816.65064130566,488722.6941215664
45,488654.372972798,488437.4614523152,488055.6111979855,487608.09770240536,487185.404355746,487102.6872228417,487051.4985729346,486961.1653154547
46,486875.49775320606,486665.00047550385,486285.6120542278,485854.085768533,485447.33292790304,485366.6399624581,485283.53927239386,485200.0230823001
47,485116.9216410554,484912.49318248354,484540.67689270136,484142.0647125213,483720.2737472976,483639.8516179132,483558.1075097574,483474.3496489639
48,483392.73079196626,483187.97182266746,482849.783337604,482437.9857009556,482056.30996637966,481977.0990216833,481894.9970039958,481813.68839989713
49,481734.6389300489,481537.7188057642,481152.2570671091,480801.01330225024,480406.03567976144,480327.47920305416,480247.7487238415,480170.77402576327
50,480092.66320621053,479911.48958409915,479561.43372698495,479177.6705660057,478840.50797281554,478764.17797668924,478685.9876272095,478610.1301642365
51,478533.5277464743,478348.03623633756,477973.4487293547,477618.98513556866,477243.1251570739,477166.38380555273,477090.73095240066,477019.6576063115
52,476945.3543054764,476770.8618009271,476437.4750338524,476098.5322782252,475735.10549586447,475660.9184689808,475586.59904023935,475515.89200039953
53,475443.21859263844,475270.0566792564,474945.3278189756,474614.71027376724,474310.3807260509,474236.8226789781,474164.5094595186,474094.32237299357
54,474023.1190678195,473856.85026671726,473525.4117912728,473181.543080283,472857.25579454866,472785.25947064324,472715.03587833804,472653.69863885036
55,472583.51309047476,472417.6220897279,472072.70484969526,471743.96540511306,471432.2172835807,471360.4459007307,471291.24846891226,471226.59217622085
56,471158.67712124146,470995.1481538419,470701.9159595714,470399.6833772992,470097.0031778251,470026.75681084173,469959.021718125,469897.6373168317
57,469829.4085733639,469674.7411923907,469328.389017945,469038.87621016527,468766.0211512727,468696.1913317365,468628.2902466323,468572.1065917906
58,468505.6795844801,468352.458225365,468045.12510666146,467738.16893675656,467433.4102139458,467364.69691086886,467298.1950374255,467242.4819449575
59,467177.02575408574,467023.37334592204,466687.55654581153,466411.20417720894,466116.8705290971,466049.2620238931,465984.04909118696,465930.3059010854
60,465866.1372916337,465728.1945799638,465464.1304273209,465199.1099044232,464930.75569161907,464864.34002654953,464800.5490341254,464750.4643109377
61,464688.45843436965,464548.06433433644,464253.7392835545,463995.97419196286,463718.8394275805,463652.9759767887,463590.34807210136,463539.57272966695
62,463476.78309343016,463335.7570845455,463017.3557419876,462750.0811295072,462499.0966220048,462432.3426361749,462371.10862729826,462325.14272068616
63,462263.4685643707,462124.92453258415,461836.5744313705,461574.7075071279,461332.0809758106,461269.8522364688,461209.6799627001,461165.3290365478
64,461105.3335031575,460976.7608963259,460683.85695808363,460451.0847180681,460214.9975167981,460149.87546353525,460091.46031457465,460048.52259659977
65,459989.4444665191,459856.20058299793,459610.71319781884,459364.76258981496,459133.02151386754,459070.19399932027,459012.7777871521,458970.4096175411
