,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7
beta_1,0.0,0.9806156714875502,0.00042652800978973946,1.3607550002953808e-08,0.0,0.0,2.5593989948003345e-08,0.018957761301120108
beta_2,2.997970868892897e-06,0.0,0.9998946047693569,4.485143827090162e-07,4.448140982644163e-06,1.3385975179070685e-07,9.990499479525873e-08,9.726683966228336e-05
beta_3,0.0,0.009281419461057231,0.0007711457149345732,0.2674533174350827,0.7224941173889254,0.0,0.0,0.0
beta_4,0.0,0.02548506024803329,0.0,0.5298706377811352,0.4420291681583945,0.002615114104759286,0.0,1.9707677772366096e-08
beta_5,0.0,0.047386306658720095,0.006327340632547476,8.098409707106748e-09,0.6472675707756522,0.2990187717648584,0.0,2.069812093317258e-09
beta_7,0.0,0.33511537182354345,0.04536129337937105,6.690532680215551e-08,0.0,3.8225007430603796e-08,8.052505779963688e-08,0.6195231491416935
