,VehPower,VehAge,DrivAge,BonusMalus,Density,Area,VehGas,VehBrand_B1,VehBrand_B10,VehBrand_B11,VehBrand_B12,VehBrand_B13,VehBrand_B14,VehBrand_B2,VehBrand_B3,VehBrand_B4,VehBrand_B5,VehBrand_B6,Region_R11,Region_R21,Region_R22,Region_R23,Region_R24,Region_R25,Region_R26,Region_R31,Region_R41,Region_R42,Region_R43,Region_R52,Region_R53,Region_R54,Region_R72,Region_R73,Region_R74,Region_R82,Region_R83,Region_R91,Region_R93,Region_R94
10,82191.43258202156,82190.2891326287,82185.26065456364,82184.73451647678,82184.08295969856,82183.2448243153,82181.72957373929,82179.89378598184,82179.74062211147,82179.62791566996,82178.48729477832,82178.30258407278,82178.22923391013,82177.48027553383,82177.13738924314,82176.91058075594,82176.56806396897,82176.36171001657,82176.07121377354,82175.97579414802,82175.85110714781,82175.73116181538,82173.76094676834,82173.59134647055,82173.54236052779,82173.26179653687,82173.0585365473,82172.98448684429,82172.89104972256,82172.81017978974,82172.37538063005,82172.16830874245,82171.98983388304,82171.8266885055,82171.46280073756,82171.1181184148,82171.01619265282,82170.63651453015,82170.23206426186,82170.07237032123
11,82166.9271668125,82165.58465338753,82160.70624089976,82159.82266197793,82159.19374933014,82158.37953692077,82156.90290152011,82155.12904882152,82154.95789071746,82154.847885488,82153.74343795315,82153.55218882815,82153.49968306973,82152.78450267279,82152.45119700304,82152.22870356691,82152.09790883941,82151.9239750426,82151.64525080111,82151.55128730761,82151.35905628503,82151.24546941562,82149.31385993301,82149.08350051777,82149.0088653584,82148.80178262245,82148.6024404288,82148.5295977431,82148.43774307641,82148.1751581548,82147.75613136098,82147.55676482726,82147.3335393309,82147.17440452296,82147.03037968616,82146.8748865808,82146.7748005513,82146.40220029699,82146.00629933053,82145.84939620667
12,82142.83471846572,82141.76905187152,82137.03955690135,82136.20133001426,82135.59346093492,82134.79722153064,82132.99326326157,82131.27902452805,82131.1333165077,82131.02592777823,82129.9571927208,82129.66149948435,82129.59009778676,82128.9055755604,82128.58152097435,82128.36336420916,82128.05714386067,82127.88768739131,82127.62045173268,82127.52794175471,82127.33947751505,82127.22371018451,82125.36277078613,82125.14103048181,82125.06882520774,82124.8660924297,82124.67070293805,82124.59900882331,82124.50867756338,82124.3104235218,82123.74967649873,82123.55751970274,82123.33825801202,82123.18320628542,82122.8604316776,82122.72030146941,82122.60605022778,82122.24118585777,82121.85449668663,82121.70043112672
13,82116.80764834757,82115.55261415301,82110.97685612032,82110.17695289454,82109.59500515227,82108.82480006751,82107.05839161336,82105.41211114146,82105.24860304703,82105.14380002173,82104.06963858102,82103.88719952301,82103.83693887241,82103.1820232698,82102.8671905434,82102.65418012498,82102.41914255926,82102.32217549431,82102.06569213475,82101.97457649691,82101.85712078979,82101.7479481526,82099.98806077053,82099.77426693044,82099.70458682487,82099.5056789206,82099.31389688342,82099.24333302074,82099.15457831122,82098.96267851625,82098.41929315943,82098.23390991651,82098.01871834054,82097.86779323535,82097.72951260417,82097.5910474182,82097.49407039012,82097.13746001902,82096.75365494566,82096.6023667579
14,82091.33520697616,82090.30055400223,82085.86088165035,82085.09097456206,82084.53385022908,82083.76414156651,82082.05161936607,82080.4705414113,82080.33158592135,82080.22925942134,82079.19454379196,82079.0270242925,82078.95755820829,82078.33084410525,82078.0685801273,82077.8609178898,82077.63212512925,82077.53711817956,82077.29183085282,82077.20207079945,82077.01922422167,82076.90777290359,82075.17734695354,82075.03485939329,82074.96755505979,82074.77271739795,82074.58440610988,82074.5149646448,82074.42776527806,82074.24221541977,82073.71498883315,82073.54201838456,82073.17688979069,82072.30115214616,82072.13206696775,82071.99183327472,82071.88120667211,82071.53313371174,82071.16021637912,82071.01162178116
15,82067.68874603574,82066.6774410402,82062.36217986536,82061.58410137283,82061.05050032848,82060.24589324094,82058.56969056722,82057.03515173317,82056.87868751102,82056.77862283155,82055.81588786021,82055.65196137631,82055.60378808477,82054.99787826676,82054.74362009988,82054.54118110675,82054.31794669581,82054.15890566297,82053.84575027335,82053.31912546663,82053.06275242656,82052.67296610202,82051.02679985933,82050.82539478809,82050.76044297448,82050.56986224843,82050.3853318893,82050.31693793896,82050.23123801548,82050.05021972739,82049.53612612112,82049.1474585984,82048.98371847895,82048.84122246169,82048.70712967406,82048.58038813711,82048.4494678002,82048.1096203709,82047.74236006662,82047.57915791943
16,82042.59602111453,82041.605721333,82037.41722753973,82036.67047999885,82036.18291285766,82035.40800510312,82033.7707685629,82032.29708815884,82032.14426357945,82032.0465684932,82031.03336639387,82030.86312340746,82030.79532186236,82030.08554906957,82029.72931771059,82029.53038906863,82029.31284883906,82029.20326776533,82028.9029696949,82028.81401088744,82028.63686285137,82028.52910232576,82026.76973544872,82026.57453552439,82026.51160547721,82026.32470143291,82026.14355385427,82026.07621538409,82025.99194597133,82025.89838605578,82025.39936855971,82025.2358131012,82025.07533314114,82024.90728441533,82024.74272833086,82024.62193039525,82024.52878921785,82024.19679596147,82023.83705194457,82023.59910564891
17,82019.15483303025,82017.987441909,82013.94094581278,82013.22351434511,82012.75554189067,82012.00179395328,82010.42122481464,82009.0051912053,82008.87554912017,82008.78007250429,82007.71611449629,82007.56024161384,82007.49379094399,82006.81302263624,82006.46627899003,82006.27315676905,82006.06114917519,82005.9075741359,82005.61846314765,82005.56269674591,82005.381196768,82005.27855010744,82003.61627375477,82003.4268453964,82003.3659332564,82003.1824743444,82003.00468440162,82002.93840087972,82002.85552690557,82002.78114257875,82002.29720965817,82002.13901488381,82001.93572878418,82001.77195169973,82001.64163843209,82001.4918740057,82001.38504773799,82001.04366804133,82000.68792139139,82000.45401270498
18,81997.40386606086,81996.46256684588,81992.52027078075,81991.83622530679,81991.38854772529,81990.65947356074,81989.11738738036,81987.74430600641,81987.59803964006,81987.5047186453,81986.47769634708,81986.3004702491,81986.25489341572,81985.53720767403,81985.20006276104,81985.01028983333,81984.80362375884,81984.69732052712,81984.39578001312,81984.30913048846,81984.13665832569,81983.7521993561,81982.23495995995,81982.06793330802,81982.00892126138,81981.82928130661,81981.65516833583,81981.58992804225,81981.5084448692,81981.43546943058,81980.96238878058,81980.7132439738,81980.51366401554,81980.35431024634,81980.19417824959,81979.94640060817,81979.85617480527,81979.53865340987,81979.19712086217,81978.9674235571
19,81974.37444604508,81973.45357576056,81969.6317834199,81968.97325214792,81968.54642167702,81967.84378196733,81966.33821838474,81965.01834081802,81964.87548767484,81964.78427449803,81963.7731432929,81963.61364704318,81963.5486578691,81962.90647670248,81962.5776113077,81962.39358834541,81962.19326404255,81962.08982630214,81961.7842771882,81961.69895888095,81961.55085286614,81961.19639127085,81959.61598043324,81959.45194732456,81959.39472348125,81959.21704545882,81959.04609696887,81958.98186658745,81958.90175546493,81958.83277469996,81958.07535025127,81957.83373360321,81957.62892677094,81957.47410931764,81957.31644249387,81957.17882890948,81957.0753071167,81956.74867443915,81956.4158325537,81956.19002785248
