,n_estimators,beta0
VehPower,10,0.033196577378864195
VehAge,10,0.470324430255432
DrivAge,10,1.0380916582902002
BonusMalus,10,5.898903749584286
Density,10,290.6293543602337
Diesel,10,0.04371368317762734
