,VehPower,VehAge,DrivAge,BonusMalus,Density,Diesel
VehPower,0.2647649089398797,0.0,0.0,0.0,0.0,0.0
VehAge,0.0,0.18207356811439201,0.001408284785585337,0.0,0.2052487492901719,0.9252756028602074
DrivAge,0.7352350910601203,0.817926431885608,0.5030216978325776,0.5527355268357204,0.0,0.07472439713979266
BonusMalus,0.0,0.0,0.49557001738183704,0.4472644731642796,0.0,0.0
Density,0.0,0.0,0.0,0.0,0.7947512507098281,0.0
Diesel,0.0,0.0,0.0,0.0,0.0,0.0
