,true,intercept,glm,local_glm_boost,local_glm_boost_light
0,-0.3216673145230299,-0.2694739338834264,-0.7661225790799302,-0.5644658052765393,-0.7101022204669021
1,-0.8994729579889253,-0.2694739338834264,-0.8552346833397075,-0.9413551602938706,-0.9232640346702736
2,0.13690686967622082,-0.2694739338834264,-0.35009306416128794,-0.004648708830432613,-0.40983179404929726
3,-1.6041607408442093,-0.2694739338834264,-1.4259049382725346,-1.6987952907333115,-1.4815062140553248
4,-1.0623171466127517,-0.2694739338834264,-0.06769011018329693,-0.8005208178696703,-0.16631842017539122
5,-0.47482441813993004,-0.2694739338834264,-0.5208438104949175,-0.5850676143167683,-0.4991063765488317
6,-1.2944590683011359,-0.2694739338834264,-0.6141236759423117,-1.2130069922729467,-0.6565611294512652
7,0.00528321035921997,-0.2694739338834264,0.09429707255739833,-0.06064770137686715,-0.05838535449019561
8,0.31251037035692164,-0.2694739338834264,-0.15921138921808284,0.12396576371712181,-0.1287007308146196
9,0.5579696101997518,-0.2694739338834264,-0.3170932492503836,0.1963712627751657,-0.19804810577652104
10,1.4188756036247572,-0.2694739338834264,0.22877520229073617,1.1788303809665244,0.4540127280433952
11,0.8020176309858074,-0.2694739338834264,0.20925794596506558,0.6637999235333636,0.19612113342026122
12,-1.4013055521108768,-0.2694739338834264,-0.298215751833344,-1.5773048135833543,0.21834423664197922
13,-0.6145486656771707,-0.2694739338834264,0.1382290286991868,-0.5202212447157071,0.2548463660019856
14,-0.5746254960353726,-0.2694739338834264,0.39135654880708376,-0.5617969643207477,0.5666600138094994
15,-0.9280868395421502,-0.2694739338834264,-0.33595247949198687,-0.7488219834296885,-0.10571698807039961
16,1.1092140044877992,-0.2694739338834264,0.49709823979782847,0.8309446111740324,0.5096825921899385
17,-0.011521027759416436,-0.2694739338834264,-0.4012412235186754,-0.04912088130065295,-0.4809468329450227
18,-1.0146954140742086,-0.2694739338834264,-0.3744294017947205,-0.8401128782391221,-0.2441228173011798
19,0.6740287388639583,-0.2694739338834264,0.41322612869647296,0.4566078031402348,0.4303039714102408
20,-0.06784474532030249,-0.2694739338834264,-0.49140570706240194,0.07668214546123658,-1.1959628592352094
21,0.6935705347145709,-0.2694739338834264,0.34942822334963947,0.5534469654944432,0.36102825949836215
22,-0.7299719081998057,-0.2694739338834264,0.0723853931204535,-0.7304618662051603,0.7756079192952274
23,0.0749256641226164,-0.2694739338834264,-0.04410888311699801,-0.1493842418233882,-0.047921403907562776
24,-0.2659833349149826,-0.2694739338834264,-0.2877367791530915,0.09422251170867829,-0.9387857051278804
25,-0.1790131023767773,-0.2694739338834264,0.17579305395377004,-0.3261816181167215,0.09128468462588524
26,1.273270289369605,-0.2694739338834264,1.1637700554291819,1.2433520299377305,1.1460718760154427
27,-2.4954548594311476,-0.2694739338834264,-0.6839585650831987,-2.5482236753984733,2.279833489165695
28,-0.44538068808117365,-0.2694739338834264,-0.7080808590516607,-0.6136221328744877,-0.7552095904887024
29,-0.4423248756459316,-0.2694739338834264,-0.52698390849579,-0.45296268905879367,-0.6086879002023322
30,-0.2256665426082206,-0.2694739338834264,-0.20400232880116442,-0.4020593867921972,-0.2656919133587556
31,0.05336364541212804,-0.2694739338834264,-0.7451360835068439,-0.13637146753225224,-0.7143282944261053
32,-0.14776693947426378,-0.2694739338834264,-0.6132551813644012,-0.15928365205628225,-1.1734282226012078
33,-0.4161274265371698,-0.2694739338834264,-0.6630014695899584,-0.6430250379710414,-0.6176466477286356
34,0.19736870243002883,-0.2694739338834264,-0.18153027512964268,0.03233652709008161,-0.11772830009807694
35,-0.5290054962770564,-0.2694739338834264,-0.5449852445422945,-0.7527361393223909,-0.5359696612083978
36,-0.23780500383481673,-0.2694739338834264,-0.10418468680992896,-0.2917678557257961,-0.1987254590248102
37,-0.9328138602136048,-0.2694739338834264,-0.7337086913214195,-1.0057161966057,-0.7610887430869163
38,-1.7805527396828624,-0.2694739338834264,-0.8572471337261922,-1.6572100945248456,-0.7197357851082649
39,-0.8468404201271331,-0.2694739338834264,-0.3600757024050307,-0.7484428973168591,0.23913183399960558
40,-0.1786739218384684,-0.2694739338834264,-0.5688499480646354,-0.40511116287073634,-0.5840046417357605
41,0.17196882860102009,-0.2694739338834264,-0.3988929537836622,0.13367355417503107,-0.4336306162498489
42,0.1062298071021483,-0.2694739338834264,-0.15046651399959338,0.30320152956376484,-0.2898144791252037
43,0.37763077707446446,-0.2694739338834264,0.33534208701315155,0.23652113711333927,0.2645493844289897
