,X1,X2,X3,X4,X5,X6,X7,X8
89,109693.68425410628,109673.1317013964,109642.5194267594,109617.97378476863,109587.98362084152,109576.76020760923,109567.74185280345,109561.37126359297
90,109555.45937517998,109536.28012692668,109485.56707549158,109456.54413381353,109432.92048941566,109424.15720505598,109418.93504204412,109414.93203208141
91,109404.82875051767,109385.47513836861,109334.56361474114,109316.18466327968,109288.22699119372,109277.30382808746,109268.58598708246,109264.72342398862
92,109259.07709587808,109240.99064954082,109192.13491595506,109164.48810722966,109136.93233171139,109125.56973608569,109120.54121878993,109114.49867700641
93,109109.42557318539,109093.11069420911,109049.89014875494,109023.2707816414,108997.12960639608,108989.56800900723,108984.64446442902,108978.7888290706
94,108969.16666164526,108950.5425985831,108911.17655684597,108889.73278169025,108863.95169672825,108853.3059475109,108848.40274930598,108844.91962716698
95,108839.59450229356,108822.62782923463,108776.19681971468,108755.40116662288,108730.65040296144,108719.80290819998,108714.98433280055,108711.61777087371
96,108706.26567511207,108688.89662743843,108652.93228701092,108628.28129768638,108607.84570824719,108598.65959696996,108590.57220209048,108585.05181340815
97,108575.87630073394,108559.72339264186,108513.4420893552,108493.66704226879,108474.29067826086,108466.18103672615,108461.59320812376,108458.4472583427
98,108453.30384869795,108437.1130212312,108404.71834136725,108381.19385966187,108357.45280500449,108347.32206860729,108339.46637998492,108334.87255779382
99,108330.30429465501,108314.94864592882,108271.05389991059,108248.71764461162,108229.90503322348,108219.86131598122,108215.37581872995,108213.10850807975
100,108208.41742715175,108191.92992866317,108162.06818298504,108139.76082944938,108121.66860004506,108111.95494214394,108104.37983887004,108099.98862601604
101,108091.4048469929,108075.2489919629,108048.33370984806,108026.69981810782,108005.63435498983,107997.89202591128,107993.44175891622,107990.77474247577
102,107986.14915733243,107970.3355082937,107940.53060404034,107923.15195473198,107902.22296392053,107892.69736198636,107885.34834295904,107883.26621308038
103,107878.78680992426,107863.2648979943,107833.01768862392,107812.60942959465,107799.33460556844,107790.15520774762,107782.88947680735,107780.85303418036
104,107772.49313614838,107758.19075512477,107740.60641220011,107727.69835417831,107708.22227270051,107700.79442106886,107696.62283602273,107693.4181369121
105,107689.03709254498,107675.42507343252,107633.56664416051,107613.81151245131,107594.13380291205,107585.09367075612,107577.94070039465,107576.13939960311
106,107568.14924017395,107554.50847573188,107536.28383794372,107516.9801799634,107498.7830693841,107489.0914405314,107484.97129155786,107481.82198550113
107,107477.55904254949,107463.16177459806,107438.31378596953,107419.84226701692,107401.29676049645,107394.50098815856,107387.6036362228,107385.27475454191
108,107381.10781812473,107368.23604545304,107351.6001678617,107336.68907571356,107319.23919672368,107311.17727434132,107304.27914011502,107301.72992166445
109,107297.58957516773,107284.56010394347,107243.12430830358,107225.72713992107,107208.65813967706,107198.93994482193,107195.08990844854,107192.88259828868
110,107185.18652785047,107171.51567393751,107154.94115198906,107137.86449055656,107126.8522761297,107120.25570477317,107113.60303803527,107112.01995189021
111,107107.97724471704,107094.56005657747,107076.4270887968,107059.63669501658,107042.9563053989,107034.17269107135,107027.6124192942,107024.75618818292
112,107017.19271029226,107004.70783696682,106983.00959525132,106969.65245343756,106953.4905740775,106944.86272352596,106941.08224392243,106939.36429123374
113,106938.4651065214,106925.51082048845,106897.65584309521,106884.68252839353,106868.37852381959,106861.62191584006,106855.15000927544,106853.55821937567
114,106849.25601562439,106837.42755829068,106809.03609266767,106793.30014747678,106780.86571325421,106772.4211183612,106768.84325448486,106764.80595515385
115,106763.93428325582,106751.31502689276,106735.63309748018,106720.20938913224,106704.96860945795,106696.61888613776,106692.95365411363,106691.02960205787
116,106689.6972347586,106677.31400930395,106639.58309354592,106627.20973039673,106612.67016815014,106604.41567263467,106600.89907892348,106598.9160608894
117,106594.72019480151,106582.55650641772,106560.69039186629,106549.00842526552,106537.28519715431,106531.45914455561,106528.04526557802,106526.21100830156
118,106525.35474941405,106513.80391900038,106497.82975696822,106482.93424419014,106468.83180917645,106460.13263275076,106453.88852681441,106452.11414990513
119,106450.83302052683,106439.07958803553,106413.86305001029,106399.4339472858,106385.51925412597,106378.36861570693,106375.25587753208,106373.4909152888
120,106369.3230044369,106358.62445738321,106340.29379565743,106329.3446943486,106316.5345843384,106310.33195755797,106304.26478979313,106302.6314610276
121,106301.37381835713,106290.30458153595,106265.17284712804,106251.70438873768,106238.76783760687,106231.21992743094,106225.33513283863,106223.58847929694
122,106219.58056051069,106208.20588824787,106192.27766624166,106181.96158372944,106171.83360165489,106163.97586213221,106158.11406728261,106155.03366258388
123,106154.2284663089,106143.5206332136,106119.8477388362,106106.89968338682,106094.47799841169,106088.41018619551,106085.36945978052,106084.30983521987
124,106080.3508156898,106069.15325725442,106045.71977161881,106033.08262623053,106021.14793339503,106012.93777897132,106007.2448101511,106005.7805966834
125,105999.15509787791,105988.28477350425,105972.44372140613,105962.30268326754,105955.05847027214,105948.16010593653,105942.5289822463,105941.84108132543
126,105940.66007409272,105929.90216016519,105911.67998912235,105900.00437343038,105888.44130727148,105878.15868059354,105875.21190876768,105874.53979682484
127,105873.36592065048,105862.71412803262,105844.99837491444,105833.35683832652,105822.14352821627,105816.82774474127,105811.09139656808,105810.19003103883
128,105809.44392969956,105798.9820561033,105777.12468996341,105767.74155095346,105756.78546126891,105749.25914353397,105743.56005085542,105742.91590370503
129,105736.5645628168,105726.71150420174,105714.77317821792,105706.05002814271,105697.46464643447,105689.61545522473,105686.5595719328,105685.92248640365
130,105682.16640587195,105673.41028275518,105660.727837032,105649.99050880925,105641.37894575254,105636.10883816464,105630.54093787717,105629.90649440259
131,105628.78326060448,105618.84048809868,105594.10880630255,105585.80100564753,105575.41053305601,105568.2993469463,105565.35254158825,105564.02208413222
132,105560.3867729968,105551.12384116504,105530.29052152048,105519.92337694092,105514.46454316449,105507.73881789154,105502.3400020136,105500.9241671935
133,105497.28050997746,105488.34184457707,105477.36441830953,105467.19698426424,105463.53382284322,105456.49416194373,105451.09851829373,105449.85097777721
134,105446.23862547768,105437.18817459443,105413.47164687116,105405.0464914541,105395.24687754622,105390.41708163636,105389.33755462612,105388.09223732019
135,105384.88346868675,105375.59288477982,105365.16474997721,105355.90377978307,105350.75379004778,105342.97561439486,105337.72946409475,105336.91333472278
136,105333.28575464603,105324.16125755079,105301.3858723279,105291.9442028084,105282.8073332471,105276.52221693522,105275.46547036836,105274.25603380363
137,105273.17889456116,105264.18055119744,105242.51083498208,105233.32261589539,105230.17891267777,105222.11196788264,105216.92282504946,105215.339989724
138,105211.84174128175,105203.74673239024,105183.6481897744,105176.3291468827,105167.35992160309,105162.6472869856,105159.30581490094,105158.1754282744
139,105152.38312900036,105143.88151319581,105133.74940549108,105124.86441790697,105120.21269937388,105114.00709886607,105111.23902485202,105109.73929696067
140,105106.33109675381,105097.63175701811,105074.34810532292,105068.67750221261,105064.27125758998,105057.72344122038,105054.44476504033,105053.62711651267
141,105050.3135654918,105041.73104513682,105031.83919350624,105025.0857430677,105016.60110469666,105011.49654206829,105008.2581888552,105007.2265585871
142,105006.56643927358,104998.61872644669,104976.88463956155,104968.50865797384,104963.44660292496,104957.09575202817,104954.44211613983,104953.51860615096
143,104950.20219133969,104942.25745633787,104920.53300761977,104912.33808063713,104908.106874005,104902.19715740875,104901.22278516405,104900.2405129114
144,104896.92533157094,104888.70758630743,104878.84004316476,104872.68625718296,104869.86517543044,104865.2070698681,104862.60198802236,104861.69746461301
145,104858.44404226838,104850.3248904909,104828.08383250286,104820.09360098533,104812.1052149826,104805.06754884857,104801.90201435634,104801.1163765662
146,104800.4766020143,104792.4415243254,104761.52572409075,104756.35241246561,104752.4168157476,104745.73551517705,104742.64245001535,104741.71484135662
147,104738.5560507875,104731.20668829908,104722.58348695963,104716.56949132649,104708.9333536416,104702.98097960363,104699.89791523258,104699.03871591507
148,104693.70376466826,104685.94370750303,104677.26653350166,104672.6861204542,104670.14322106559,104663.2488393919,104658.66322449548,104657.79275784729
149,104654.64710931937,104647.29931933898,104626.95066066468,104621.19349502333,104617.45668781913,104613.15014838259,104612.23664662473,104611.38515837012
150,104608.27098617228,104600.73318672707,104590.66712665059,104584.94793210663,104577.87895823913,104572.2608379498,104569.7872528216,104569.06830672575
151,104565.99211363576,104558.62529795858,104536.87301133107,104531.50828490526,104529.05922778533,104521.32072299795,104518.38585510844,104517.72214007506
152,104517.1167675285,104509.80169165751,104500.98267078117,104495.35570903012,104488.40726466535,104482.46910550736,104479.5346373539,104478.7231742135
153,104475.73020342967,104468.58601271115,104448.57760258476,104442.79691688725,104436.19483456224,104427.666449449,104426.79836457878,104426.11058615439
154,104425.42903165064,104418.27106988916,104409.52017194816,104404.35526626413,104400.99337775048,104396.9941522532,104396.31511592444,104395.42941540387
155,104390.34381064403,104383.33357523207,104354.86285667444,104349.76863244883,104345.74503833253,104339.75265652878,104338.91349350463,104338.24631169176
156,104335.26555153457,104328.85050080744,104320.9381520866,104317.10353339488,104313.88844690012,104306.3290016742,104303.45016454095,104302.44367143186
157,104301.77686442723,104295.24874111591,104267.27801651858,104263.62945114335,104257.26652195437,104250.96671567787,104249.92692105999,104249.28060245817
158,104244.38883619747,104237.67380878027,104229.74732218916,104226.00494357443,104222.91841795275,104219.05311976126,104216.5920767799,104213.01467527357
159,104208.17589423349,104201.91218885378,104189.87939575243,104186.23114822817,104180.97246248898,104175.59553865518,104174.85446811758,104174.09658109584
160,104173.44140343272,104166.98065415033,104158.03418214813,104153.11281926426,104150.16256922828,104144.96498417066,104142.20060896705,104141.45385603103
161,104138.92159035394,104132.54179410412,104105.31433557603,104101.7955626067,104099.77812807995,104093.47516806732,104092.45026959188,104089.22561283768
162,104086.67944551345,104080.89820129782,104062.84988335693,104058.13427769968,104052.22799061272,104047.73078294325,104045.04588796484,104044.42336598222
163,104041.60195318749,104035.35404378979,104026.06772336696,104022.71991704745,104020.78255294108,104016.04747705434,104015.33459583252,104012.19769010489
164,104009.41185381958,104003.2729657125,103994.72659584064,103991.45213728625,103985.95152845969,103980.67760102492,103977.99945610635,103977.38892092413
165,103976.82978450958,103970.77188377074,103944.54401987532,103941.38063369191,103935.81580420815,103930.23295540675,103929.53454229425,103926.0579039781
166,103921.46949555576,103915.51148097984,103907.46949762778,103904.2290463186,103902.32760779269,103897.80048425535,103895.45360951901,103894.94278255888
167,103892.23470975462,103886.65386624842,103875.64426753865,103872.44455252202,103869.15352379624,103864.13306171901,103863.19150658617,103859.08854968587
168,103858.47433092195,103852.52463823935,103835.26589076812,103831.1262281342,103828.55106707702,103823.92491963351,103823.22307636583,103822.32732752994
169,103821.79356235755,103815.86578572352,103799.23731896954,103796.0805115085,103792.19687549831,103788.10328936044,103785.82072372657,103784.78864276195
170,103780.35331404628,103774.52916374506,103767.01583241209,103764.02128329087,103759.52009665014,103755.76145504937,103754.82094423602,103751.51080758724
171,103750.67026239433,103745.34586802442,103736.0683870742,103732.02671242021,103729.62294943948,103726.10377107051,103725.42632123103,103724.37149362284
172,103723.84416448812,103719.05827257039,103702.03111533799,103698.10483736827,103694.24081801595,103689.1077696564,103688.81147564901,103687.57315204245
173,103685.13219309613,103679.97486397154,103655.32353225036,103651.40655297003,103649.68849634202,103644.11009053103,103643.18695563477,103642.5989011002
174,103641.77317289659,103636.15899812945,103628.71590003162,103625.88745671962,103622.15913104301,103618.71784046329,103616.25761050916,103615.21586026577
175,103612.96754535608,103607.8695431047,103592.23426877873,103589.46425952805,103587.5194264561,103581.95499078973,103581.30037841022,103577.11432858833
176,103576.44635921915,103570.99660357443,103555.37827501395,103551.57168414528,103549.25366403924,103545.55721295599,103543.35283210038,103542.28564265466
177,103540.06897516092,103535.19678130695,103519.54255438571,103515.76570350732,103511.54814010125,103506.87539633049,103506.23567972326,103503.31808841141
178,103499.13964204422,103493.83483349103,103486.37748981727,103483.57175085336,103481.34092741499,103478.80860718645,103478.1740952924,103477.51243139098
179,103473.38607839795,103468.56346429995,103461.01141005105,103457.39813475794,103454.34270106806,103450.08041188217,103447.95028487935,103444.18004635417
180,103443.38362301531,103438.6926602757,103415.6868273491,103414.04104001595,103412.53874067715,103407.15976287829,103404.79167486369,103400.97543772729
181,103400.46608947022,103395.68212540972,103387.15472877612,103383.05452855461,103379.18549121592,103376.7934855579,103376.16523291366,103375.17702871253
182,103373.06297498853,103368.19412620466,103361.04227752435,103358.62103288039,103356.49120439231,103352.04993360984,103351.19187411199,103350.13978190406
183,103347.76174221854,103342.6853236324,103327.69993954114,103325.63611003963,103321.20365260936,103316.14655945764,103315.85447938115,103314.8904185544
184,103314.25465183305,103309.23123824046,103294.63841762386,103291.17751599247,103289.47255680617,103285.53948608224,103284.64582533398,103281.67040786191
185,103277.76151021055,103273.09181739703,103258.45427238217,103256.86375067159,103253.81553907276,103250.6987244146,103249.96253315426,103248.963629201
186,103246.91763788415,103242.39822994269,103228.51681070865,103226.2010187403,103223.06779829817,103218.01651920634,103217.31145900828,103210.92330253473
187,103208.61153793902,103203.97931810422,103196.67956022063,103193.91736185784,103192.6027795579,103189.6143185118,103187.59282477808,103186.63807057263
188,103184.64706318546,103180.55747041272,103164.9077398885,103163.44398798399,103159.86904201297,103154.38541065571,103153.78709210471,103152.84323065053
189,103152.10602096337,103147.41203248955,103140.46727303612,103137.30675236144,103135.36505087177,103133.04739854568,103132.350882942,103129.83432904116
190,103127.64092646746,103123.0428322448,103109.62057775314,103108.12847202868,103104.40484102911,103100.16593460458,103099.5257571551,103098.79831325925
191,103095.03611349413,103090.7335526749,103076.99377881044,103074.57029254755,103073.23448498963,103067.77798114052,103064.45528787792,103060.93225991885
192,103060.00495647144,103056.02902550926,103048.31449011399,103046.02730596426,103042.0934298218,103037.11662443064,103036.28456522844,103035.34489868564
193,103034.67892050647,103030.43562187039,103010.0862211343,103007.12520150565,103005.56969662385,103001.52180574795,103000.681082892,103000.06981453917
194,102997.91611434397,102993.54043187533,102987.02082562247,102985.24279812613,102982.73569724406,102980.92513564706,102980.2540071472,102977.76408767854
195,102975.67836701995,102971.38364868381,102964.68723940436,102962.99813026135,102959.75260316153,102955.75432468718,102955.36547153653,102952.20862652833
196,102951.54803603086,102947.65305885661,102927.60094783621,102925.42732227777,102922.29971402732,102917.97529457827,102917.34050771466,102911.81537702765
197,102909.45496849307,102905.30978527534,102899.0069839634,102896.83276032172,102894.58845446756,102892.10953539361,102890.20954614159,102884.80816375406
198,102882.90187516318,102879.02270928622,102871.2542517066,102868.87811222053,102867.31966779991,102861.6254137494,102860.97482991578,102859.99848514106
199,102859.22320047575,102854.36492445153,102841.7179838573,102840.11248184336,102837.73549569616,102834.90732005841,102834.35539708278,102833.47847417014
200,102832.77254643352,102828.87770127444,102816.2280292661,102813.98064005103,102810.77392692059,102807.71509067732,102806.91555943774,102803.67389416328
201,102801.56328176177,102796.51251674417,102790.28123670652,102787.4320367939,102785.72579474049,102783.331453349,102782.53345972004,102781.97403125706
202,102781.51071341205,102777.3461992382,102758.3882447657,102756.17621894936,102753.28553455442,102749.81012406101,102749.17451127619,102748.22736264253
203,102747.53624644004,102743.64110458407,102737.6817145652,102735.07256278917,102732.35358093516,102728.84346138447,102728.22493695625,102724.9487194258
204,102723.8889157662,102718.91399232521,102711.129693844,102708.98689916985,102707.85311812838,102701.90345672693,102701.26609947154,102700.37595732065
205,102699.634199617,102696.26748348822,102690.20266861639,102688.63624205074,102686.60205029724,102683.66529565709,102682.98022776941,102680.56975896598
206,102679.94804213007,102675.05586713477,102657.1096332024,102655.11335705307,102652.2510848555,102647.98435988993,102647.30514343732,102644.4546763407
207,102643.83924744291,102639.51948048442,102633.75933198216,102631.79834524388,102629.1521459195,102626.46366173256,102624.9740830291,102621.7614053406
208,102619.76946669353,102615.65620460437,102597.67746775175,102595.61689178381,102593.65926589747,102590.43260813563,102589.83383885465,102586.73016013572
209,102586.12764304897,102582.28836009928,102576.68039991564,102574.63499232638,102573.05959270487,102568.11010119904,102567.33441345999,102566.79458877831
210,102566.12789568769,102562.51657157872,102555.82386587388,102553.54085707341,102551.2775241793,102549.73061054753,102549.03855113275,102545.8999636577
